Geographic Area,City,percent_completed_hs
NM,Lake Valley CDP,51.6
NM,La Luz CDP,81.5
NM,La Madera CDP,100
NM,La Mesa CDP,81.5
NM,La Mesilla CDP,91.7
NM,Lamy CDP,98.3
NM,La Plata CDP,97.1
NM,La Puebla CDP,75.1
NM,Las Cruces city,85.5
NM,Las Maravillas CDP,93.7
NM,Las Nutrias CDP,94.8
NM,Las Palomas CDP,89.1
NM,Las Vegas city,76.4
NM,La Union CDP,68.7
NM,La Villita CDP,79.1
NM,Lee Acres CDP,72.3
NM,Lemitar CDP,74.5
NM,Livingston Wheeler CDP,68.9
NM,Llano del Medio CDP,51
NM,Loco Hills CDP,0
NM,Logan village,90.3
NM,Lordsburg city,71.2
NM,Los Alamos CDP,97.2
NM,Los Cerrillos CDP,83
NM,Los Chaves CDP,85.3
NM,Los Luceros CDP,100
NM,Los Lunas village,87.7
NM,Los Ojos CDP,91.2
NM,Los Ranchos de Albuquerque village,94.3
NM,Loving village,69.5
NM,Lovington city,64.5
NM,Lower Frisco CDP,-
NM,Luis Lopez CDP,100
NM,Lumberton CDP,86.4
NM,Luna CDP,100
NM,Lyden CDP,100
NM,McCartys Village CDP,68.6
NM,McIntosh CDP,88.1
NM,Madrid CDP,100
NM,Madrone CDP,55.3
NM,Magdalena village,85.8
NM,Malaga CDP,54.5
NM,Manzano CDP,100
NM,Manzano Springs CDP,97.5
NM,Maxwell village,75.7
NM,Mayhill CDP,100
NM,Meadow Lake CDP,66.8
NM,Melrose village,91.3
NM,Mescalero CDP,79.4
NM,Mesilla town,90.9
NM,Mesita CDP,93.4
NM,Mesquite CDP,64.6
NM,Middle Frisco CDP,93.5
NM,Midway CDP,64.9
NM,Milan village,65.7
NM,Mimbres CDP,98.7
NM,Monterey Park CDP,33.4
NM,Monument CDP,70.4
NM,Moquino CDP,-
NM,Mora CDP,94.1
NM,Moriarty city,82
NM,Morningside CDP,38
NM,Mosquero village,83.3
NM,Mountainair town,79.4
NM,Mountain View CDP,55.7
NM,Nadine CDP,84.5
NM,Nageezi CDP,59.6
NM,Nakaibito CDP,75.5
NM,Nambe CDP,88.2
NM,Napi Headquarters CDP,69.1
NM,Nara Visa CDP,100
NM,Naschitti CDP,86.3
NM,Navajo CDP,73.9
NM,Navajo Dam CDP,87.5
NM,Nenahnezad CDP,85.7
NM,Newcomb CDP,85.6
NM,Newkirk CDP,-
NM,Nogal CDP,100
NM,North Acomita Village CDP,76.5
NM,North Hobbs CDP,83.2
NM,North Hurley CDP,95.1
NM,North Light Plant CDP,70.1
NM,North San Ysidro CDP,69.7
NM,North Valley CDP,86.6
NM,Oasis CDP,68.1
NM,Ohkay Owingeh CDP,88.1
NM,Ojo Amarillo CDP,85.5
NM,Organ CDP,84.5
NM,Orogrande CDP,50
NM,Paguate CDP,94.1
NM,Pajarito Mesa CDP,80.5
NM,Paradise Hills CDP,94.3
NM,Paraje CDP,88.5
NM,Pastura CDP,100
NM,Peak Place CDP,58
NM,Pecan Park CDP,100
NM,Pecos village,80.9
NM,Pe_a Blanca CDP,75.4
NM,Pe_asco CDP,81.3
NM,Peralta town,82.4
NM,Picuris Pueblo CDP,69.6
NM,Pie Town CDP,100
NM,Pinehill CDP,75.7
NM,Pinon CDP,0
NM,Pinos Altos CDP,100
NM,Placitas CDP (Do_a Ana County),15.3
NM,Placitas CDP (Sandoval County),98.2
NM,Playas CDP,100
NM,Pleasanton CDP,87.5
NM,Pojoaque CDP,84.7
NM,Polvadera CDP,87.6
NM,Ponderosa CDP,82.1
NM,Ponderosa Pine CDP,97.4
NM,Portales city,82.9
NM,Pueblito CDP,84
NM,Pueblitos CDP,79.8
NM,Pueblo CDP,100
NM,Pueblo of Sandia Village CDP,95.4
NM,Pueblo Pintado CDP,84.5
NM,Puerto de Luna CDP,81.8
NM,Pulpotio Bareas CDP,100
NM,Quemado CDP,100
NM,Questa village,82.6
NM,Radium Springs CDP,77.7
NM,Ramah CDP,78.2
NM,Rancho Grande CDP,100
NM,Ranchos de Taos CDP,74.6
NM,Raton city,84.5
NM,Red River town,99.2
NM,Regina CDP,100
NM,Reserve village,80.9
NM,Ribera CDP,83.7
NM,Rincon CDP,0
NM,Rio Communities CDP,92.1
NM,Rio en Medio CDP,72.2
NM,Rio Lucio CDP,85.6
NM,Rio Rancho city,93
NM,Rivers CDP,-
NM,Rock Springs CDP,88.1
NM,Rodeo CDP,87.2
NM,Rodey CDP,26.4
NM,Rosedale CDP,94.8
NM,Roswell city,80.3
NM,Rowe CDP,96.3
NM,Roy village,82.1
NM,Ruidoso village,92.4
NM,Ruidoso Downs city,68.1
NM,Sacramento CDP,61.5
NM,Salem CDP,17.1
NM,San Acacia CDP,81.3
NM,San Antonio CDP,100
NM,San Antonito CDP (Bernalillo County),98.7
NM,San Antonito CDP (Socorro County),100
NM,San Cristobal CDP,72.9
NM,Sandia Heights CDP,99.3
NM,Sandia Knolls CDP,99.3
NM,Sandia Park CDP,100
NM,San Felipe Pueblo CDP,72.8
NM,San Fidel CDP,8.3
NM,San Ildefonso Pueblo CDP,87.1
NM,San Jon village,69.6
NM,San Jose CDP (Rio Arriba County),73.8
NM,San Jose CDP (San Miguel County),68.8
NM,San Lorenzo CDP,100
NM,San Luis CDP,27.6
NM,San Mateo CDP,100
NM,San Miguel CDP,66.1
NM,Sanostee CDP,67.7
NM,San Pablo CDP,76.2
NM,San Pedro CDP,100
NM,San Rafael CDP,81.1
NM,Santa Ana Pueblo CDP,93.6
NM,Santa Clara village,72.8
NM,Santa Clara Pueblo CDP,89.1
NM,Santa Cruz CDP,69
NM,Santa Fe city,85.7
NM,Santa Rosa city,75.2
NM,Santa Teresa CDP,80.8
NM,Santo Domingo Pueblo CDP,71.3
NM,San Ysidro CDP,59.5
NM,San Ysidro village,82.4
NM,Sausal CDP,82
NM,Seama CDP,97.2
NM,Seboyeta CDP,100
NM,Sedillo CDP,98.9
NM,Sena CDP,64.8
NM,Sheep Springs CDP,82.9
NM,Shiprock CDP,85
NM,Silver City town,81.9
NM,Skyline-Ganipa CDP,88.2
NM,Socorro city,72.1
NM,Soham CDP,54.3
NM,Sombrillo CDP,96.6
NM,South Acomita Village CDP,90.2
NM,South Valley CDP,70.8
NM,Spencerville CDP,77.9
NM,Springer town,93.2
NM,Sunland Park city,54.4
NM,Sunshine CDP,100
NM,Tajique CDP,0
NM,Talpa CDP,94.6
NM,Taos town,88.5
NM,Taos Pueblo CDP,92.6
NM,Taos Ski Valley village,98.8
NM,Tatum town,65.9
NM,Tecolote CDP,23.3
NM,Tecolotito CDP,15.5
NM,Tesuque CDP,94.4
NM,Tesuque Pueblo CDP,76.5
NM,Texico city,70.4
NM,Thoreau CDP,74.6
NM,Tierra Amarilla CDP,82.7
NM,Tijeras village,89.1
NM,Timberon CDP,89.6
NM,Tohatchi CDP,80.7
NM,Tome CDP,91.3
NM,Torreon CDP (Sandoval County),68.7
NM,Torreon CDP (Torrance County),100
NM,Trout Valley CDP,-
NM,Truchas CDP,94.4
NM,Truth or Consequences city,82.2
NM,Tse Bonito CDP,95.8
NM,Tucumcari city,81.3
NM,Tularosa village,81.7
NM,Twin Forks CDP,100
NM,Twin Lakes CDP,78.1
NM,Tyrone CDP,90
NM,University Park CDP,100
NM,Upper Fruitland CDP,77.8
NM,Ute Park CDP,100
NM,Vadito CDP,80.6
NM,Vado CDP,51.3
NM,Valencia CDP,80.5
NM,Vaughn town,81.5
NM,Veguita CDP,100
NM,Velarde CDP,100
NM,Ventura CDP,72.4
NM,Villanueva CDP,70.5
NM,Virden village,91.4
NM,Wagon Mound village,68.5
NM,Waterflow CDP,86.6
NM,Watrous CDP,-
NM,Weed CDP,67.4
NM,West Hammond CDP,86.3
NM,White Rock CDP,98.2
NM,White Sands CDP,99.6
NM,Whites City CDP,100
NM,White Signal CDP,98
NM,Willard village,76.3
NM,Williamsburg village,91.7
NM,Windmill CDP,100
NM,Winston CDP,55
NM,Yah-ta-hey CDP,83.2
NM,Young Place CDP,100
NM,Youngsville CDP,51.7
NM,Zia Pueblo CDP,84.5
NM,Zuni Pueblo CDP,72.4
NY,Accord CDP,93
NY,Adams village,91.4
NY,Adams Center CDP,88.7
NY,Addison village,92.6
NY,Afton village,85.3
NY,Airmont village,89
NY,Akron village,93.7
NY,Albany city,89.6
NY,Albertson CDP,93.1
NY,Albion village,75.2
NY,Alden village,96.2
NY,Alexander village,94.5
NY,Alexandria Bay village,86.6
NY,Alfred village,99.4
NY,Allegany village,98.1
NY,Almond village,95.8
NY,Altamont village,97.5
NY,Altmar village,75.5
NY,Altona CDP,69.8
NY,Amagansett CDP,96.6
NY,Amenia CDP,91.2
NY,Ames village,77.8
NY,Amityville village,92.2
NY,Amsterdam city,80.1
NY,Andes CDP,90.8
NY,Andover village,94.3
NY,Angelica village,93.4
NY,Angola village,90.1
NY,Angola on the Lake CDP,90.3
NY,Antwerp village,87
NY,Apalachin CDP,92.7
NY,Aquebogue CDP,96.6
NY,Arcade village,87.9
NY,Ardsley village,94
NY,Argyle village,92.4
NY,Arkport village,93
NY,Arlington CDP,89.7
NY,Armonk CDP,97.5
NY,Asharoken village,100
NY,Athens village,84.6
NY,Atlantic Beach village,97.3
NY,Attica village,90.7
NY,Auburn city,84.4
NY,Aurora village,92.8
NY,Au Sable Forks CDP,81.8
NY,Averill Park CDP,97.8
NY,Avoca village,94.4
NY,Avon village,94.7
NY,Babylon village,95.8
NY,Bainbridge village,88.6
NY,Baiting Hollow CDP,94.3
NY,Baldwin CDP,89.5
NY,Baldwin Harbor CDP,95.3
NY,Baldwinsville village,92
NY,Ballston Spa village,96.2
NY,Balmville CDP,95.2
NY,Bardonia CDP,95.6
NY,Barker village,91.4
NY,Barneveld village,97.7
NY,Barnum Island CDP,80.9
NY,Batavia city,89.7
NY,Bath village,89.5
NY,Baxter Estates village,94.6
NY,Bay Park CDP,97
NY,Bayport CDP,95
NY,Bay Shore CDP,83.1
NY,Bayville village,95.5
NY,Baywood CDP,86.7
NY,Beacon city,89.3
NY,Beaver Dam Lake CDP,100
NY,Bedford CDP,96.6
NY,Bedford Hills CDP,73.1
NY,Belfast CDP,87.9
NY,Bellerose village,96.4
NY,Bellerose Terrace CDP,93.9
NY,Belle Terre village,99.2
NY,Belleville CDP,83.6
NY,Bellmore CDP,94.8
NY,Bellport village,97.4
NY,Belmont village,93.2
NY,Bemus Point village,93.6
NY,Bergen village,96.6
NY,Bethpage CDP,92.9
NY,Big Flats CDP,96.7
NY,Billington Heights CDP,95.4
NY,Binghamton city,84.4
NY,Binghamton University CDP,100
NY,Black River village,95.1
NY,Blasdell village,92
NY,Blauvelt CDP,93.4
NY,Bliss CDP,92.2
NY,Blodgett Mills CDP,82
NY,Bloomfield village,96
NY,Bloomingburg village,88
NY,Bloomville CDP,89
NY,Blue Point CDP,97.5
NY,Bohemia CDP,92
NY,Bolivar village,87.3
NY,Bolton Landing CDP,100
NY,Boonville village,87.9
NY,Brasher Falls CDP,95.3
NY,Breesport CDP,96.7
NY,Brentwood CDP,70.8
NY,Brewerton CDP,92.1
NY,Brewster village,63.6
NY,Brewster Hill CDP,92.1
NY,Briarcliff Manor village,95.5
NY,Bridgehampton CDP,93.8
NY,Bridgeport CDP,83.4
NY,Bridgewater CDP,86.4
NY,Brighton CDP,94.4
NY,Brightwaters village,98.6
NY,Brinckerhoff CDP,94.6
NY,Broadalbin village,91.6
NY,Brockport village,92.9
NY,Brocton village,85.9
NY,Bronxville village,98.7
NY,Brookhaven CDP,88.4
NY,Brookville village,97.9
NY,Brownville village,89.7
NY,Brushton village,86.7
NY,Buchanan village,92.5
NY,Buffalo city,82.7
NY,Burdett village,91.9
NY,Burke village,89
NY,Busti CDP,87.8
NY,Byersville CDP,87.3
NY,Cairo CDP,69.6
NY,Calcium CDP,88.9
NY,Caledonia village,93.7
NY,Callicoon CDP,98.5
NY,Calverton CDP,89.9
NY,Cambridge village,86.3
NY,Camden village,88.1
NY,Camillus village,96.9
NY,Campbell CDP,92.1
NY,Canajoharie village,85.2
NY,Canandaigua city,93.8
NY,Canaseraga village,87.3
NY,Canastota village,94.3
NY,Candor village,90.7
NY,Canisteo village,91.3
NY,Canton village,90.6
NY,Cape Vincent village,95.6
NY,Carle Place CDP,86.8
NY,Carmel Hamlet CDP,86.1
NY,Caroga Lake CDP,97.5
NY,Carthage village,85.3
NY,Cassadaga village,91.9
NY,Castile village,91
NY,Castleton-on-Hudson village,91.4
NY,Castorland village,88.4
NY,Cato village,93.9
NY,Catskill village,96.2
NY,Cattaraugus village,90.2
NY,Cayuga village,93.6
NY,Cayuga Heights village,97.5
NY,Cazenovia village,93.8
NY,Cedarhurst village,95.3
NY,Celoron village,81.6
NY,Centereach CDP,93
NY,Center Moriches CDP,91.1
NY,Centerport CDP,97.6
NY,Central Bridge CDP,83.2
NY,Central Islip CDP,71
NY,Central Square village,89
NY,Centre Island village,97.9
NY,Chadwicks CDP,87.4
NY,Champlain village,86.9
NY,Chappaqua CDP,96.1
NY,Chateaugay village,87.1
NY,Chatham village,88.9
NY,Chaumont village,91.2
NY,Chautauqua CDP,96.5
NY,Chazy CDP,94.1
NY,Cheektowaga CDP,90.3
NY,Chenango Bridge CDP,94.7
NY,Cherry Creek village,86.2
NY,Cherry Valley village,90.6
NY,Chester village,92.1
NY,Chestertown CDP,92.9
NY,Chestnut Ridge village,92.1
NY,Chittenango village,91.7
NY,Churchville village,96.2
NY,Clarence CDP,94.2
NY,Clarence Center CDP,98.8
NY,Clark Mills CDP,93.1
NY,Clarkson CDP,92.5
NY,Claverack-Red Mills CDP,88.5
NY,Clayton village,92.1
NY,Clayville village,85.7
NY,Cleveland village,87.8
NY,Clifton Springs village,88.8
NY,Clinton village,97.5
NY,Clintondale CDP,89.3
NY,Clyde village,85.3
NY,Cobleskill village,87.2
NY,Cohocton village,85.2
NY,Cohoes city,87.3
NY,Cold Brook village,87.5
NY,Cold Spring village,97.1
NY,Cold Spring Harbor CDP,98
NY,Colonie village,94.2
NY,Colton CDP,92.4
NY,Commack CDP,95.7
NY,Conesus Hamlet CDP,100
NY,Conesus Lake CDP,96.8
NY,Congers CDP,90.3
NY,Constableville village,91.7
NY,Constantia CDP,88.2
NY,Coopers Plains CDP,100
NY,Cooperstown village,94.9
NY,Copake Falls CDP,100
NY,Copake Hamlet CDP,87.4
NY,Copake Lake CDP,92.7
NY,Copenhagen village,83.3
NY,Copiague CDP,79.8
NY,Coram CDP,92.7
NY,Corfu village,95.6
NY,Corinth village,86.9
NY,Corning city,93.2
NY,Cornwall-on-Hudson village,94.7
NY,Cortland city,88.7
NY,Cortland West CDP,86.2
NY,Country Knolls CDP,99.1
NY,Cove Neck village,98
NY,Coxsackie village,83.1
NY,Cragsmoor CDP,93.5
NY,Cranberry Lake CDP,94.2
NY,Croghan village,87.4
NY,Crompond CDP,91.9
NY,Croton-on-Hudson village,93.1
NY,Crown Heights CDP,91.5
NY,Crugers CDP,74.2
NY,Crystal Beach CDP,80.2
NY,Cuba village,95
NY,Cumberland Head CDP,90.1
NY,Cumminsville CDP,79.3
NY,Cutchogue CDP,94.7
NY,Cuylerville CDP,82.7
NY,Dalton CDP,95.5
NY,Dannemora village,70.6
NY,Dansville village,81.1
NY,Davenport Center CDP,85.8
NY,Deer Park CDP,90.7
NY,Deferiet village,90.9
NY,DeKalb Junction CDP,84.7
NY,Delanson village,98.4
NY,Delevan village,87.9
NY,Delhi village,88
NY,Depauville CDP,97.5
NY,Depew village,93.1
NY,Deposit village,88.8
NY,Dering Harbor village,100
NY,DeRuyter village,92.2
NY,Dexter village,82.9
NY,Dix Hills CDP,95.1
NY,Dobbs Ferry village,94.9
NY,Dolgeville village,87.2
NY,Dover Plains CDP,71.3
NY,Downsville CDP,78.9
NY,Dresden village,64.3
NY,Dryden village,91.9
NY,Duane Lake CDP,100
NY,Duanesburg CDP,100
NY,Dundee village,86
NY,Dunkirk city,85.8
NY,Durhamville CDP,87
NY,Earlville village,90.7
NY,East Atlantic Beach CDP,98
NY,East Aurora village,93.8
NY,East Avon CDP,83.7
NY,Eastchester CDP,93.7
NY,East Farmingdale CDP,87.9
NY,East Garden City CDP,93.6
NY,East Glenville CDP,96.4
NY,East Greenbush CDP,97
NY,East Hampton village,96.5
NY,East Hampton North CDP,86.2
NY,East Hills village,98.4
NY,East Islip CDP,94.2
NY,East Ithaca CDP,97.7
NY,East Kingston CDP,94.5
NY,East Marion CDP,93.1
NY,East Massapequa CDP,92.4
NY,East Meadow CDP,91.1
NY,East Moriches CDP,95.6
NY,East Nassau village,97
NY,East Northport CDP,95.1
NY,East Norwich CDP,96.4
NY,East Patchogue CDP,86.5
NY,Eastport CDP,94.2
NY,East Quogue CDP,96.6
NY,East Randolph CDP,83.5
NY,East Rochester village,91.5
NY,East Rockaway village,96.2
NY,East Shoreham CDP,95.4
NY,East Syracuse village,87
NY,East Williston village,99
NY,Eatons Neck CDP,99.3
NY,Eden CDP,95.2
NY,Edmeston CDP,89.9
NY,Edwards CDP,87.1
NY,Eggertsville CDP,94.5
NY,Elba village,93.1
NY,Elbridge village,96.9
NY,Elizabethtown CDP,92.1
NY,Ellenville village,79.8
NY,Ellicottville village,95.9
NY,Ellisburg village,91.8
NY,Elma Center CDP,96.3
NY,Elmira city,82.8
NY,Elmira Heights village,89.7
NY,Elmont CDP,86.2
NY,Elmsford village,83.3
NY,Elwood CDP,92.2
NY,Endicott village,88.7
NY,Endwell CDP,94.2
NY,Erin CDP,89.7
NY,Esperance village,96.4
NY,Evans Mills village,91.9
NY,Fabius village,94.9
NY,Fair Haven village,93.7
NY,Fairmount CDP,94.3
NY,Fairport village,95
NY,Fairview CDP (Dutchess County),86.4
NY,Fairview CDP (Westchester County),82.8
NY,Falconer village,92.6
NY,Farmingdale village,91.3
NY,Farmingville CDP,92.1
NY,Farnham village,87.5
NY,Fayetteville village,97.1
NY,Felts Mills CDP,100
NY,Fillmore CDP,96.9
NY,Fire Island CDP,89.6
NY,Firthcliffe CDP,95.9
NY,Fishers Island CDP,95.4
NY,Fishers Landing CDP,90
NY,Fishkill village,91.6
NY,Flanders CDP,61.9
NY,Fleischmanns village,78.9
NY,Floral Park village,95.8
NY,Florida village,94.4
NY,Flower Hill village,93.9
NY,Fonda village,89.8
NY,Forest Home CDP,99
NY,Forestville village,90.8
NY,Fort Ann village,93.6
NY,Fort Covington Hamlet CDP,88.7
NY,Fort Drum CDP,95.6
NY,Fort Edward village,89.1
NY,Fort Johnson village,92.1
NY,Fort Montgomery CDP,91.2
NY,Fort Plain village,83.3
NY,Fort Salonga CDP,98
NY,Fowlerville CDP,76.1
NY,Frankfort village,87.5
NY,Franklin village,92.7
NY,Franklin Square CDP,88.4
NY,Franklinville village,89.7
NY,Fredonia village,96.2
NY,Freedom Plains CDP,95.5
NY,Freeport village,81.2
NY,Freeville village,99.2
NY,Frewsburg CDP,89.1
NY,Friendship CDP,82
NY,Fulton city,83.8
NY,Fultonville village,84.3
NY,Gainesville village,91.1
NY,Galeville CDP,82.6
NY,Galway village,88.3
NY,Gang Mills CDP,92.3
NY,Garden City village,97.4
NY,Garden City Park CDP,90.3
NY,Garden City South CDP,88.6
NY,Gardiner CDP,91.8
NY,Gardnertown CDP,90.9
NY,Gasport CDP,91.6
NY,Gates CDP,84.6
NY,Geneseo village,88.4
NY,Geneva city,87.1
NY,Germantown CDP,96.6
NY,Ghent CDP,91.5
NY,Gilbertsville village,87.8
NY,Gilgo CDP,100
NY,Glasco CDP,80
NY,Glen Aubrey CDP,87.3
NY,Glen Cove city,80.3
NY,Glen Head CDP,94.5
NY,Glen Park village,88.2
NY,Glens Falls city,89.3
NY,Glens Falls North CDP,95.2
NY,Glenwood Landing CDP,98.2
NY,Gloversville city,80.7
NY,Golden's Bridge CDP,99.2
NY,Gordon Heights CDP,82
NY,Gorham CDP,100
NY,Goshen village,92.8
NY,Gouverneur village,86.7
NY,Gowanda village,83.2
NY,Grand View-on-Hudson village,99.6
NY,Grandyle Village CDP,93.9
NY,Granville village,85.3
NY,Great Bend CDP,92.7
NY,Great Neck village,90.3
NY,Great Neck Estates village,98.3
NY,Great Neck Gardens CDP,86.1
NY,Great Neck Plaza village,92.7
NY,Great River CDP,97.8
NY,Greece CDP,91.8
NY,Greene village,91.5
NY,Green Island village,93.2
NY,Greenlawn CDP,92.4
NY,Greenport village,81
NY,Greenport West CDP,95.3
NY,Greenvale CDP,93.2
NY,Greenville CDP (Greene County),79.1
NY,Greenville CDP (Westchester County),96.3
NY,Greenwich village,93.6
NY,Greenwood Lake village,95.1
NY,Greigsville CDP,95.9
NY,Groton village,91.1
NY,Groveland Station CDP,89.8
NY,Guilford CDP,88
NY,Hadley CDP,86.1
NY,Hagaman village,93.7
NY,Hailesboro CDP,93.7
NY,Halesite CDP,99.4
NY,Hall CDP,93.3
NY,Hamburg village,95.8
NY,Hamilton village,93.5
NY,Hamlin CDP,94.2
NY,Hammond village,93.9
NY,Hammondsport village,95.7
NY,Hampton Bays CDP,89.7
NY,Hampton Manor CDP,97.6
NY,Hancock village,89.4
NY,Hannawa Falls CDP,96.6
NY,Hannibal village,88.5
NY,Harbor Hills CDP,87.8
NY,Harbor Isle CDP,96.6
NY,Harriman village,85.8
NY,Harris Hill CDP,97.9
NY,Harrison village,90.8
NY,Harrisville village,90.3
NY,Hartsdale CDP,94.3
NY,Hartwick CDP,90.1
NY,Hastings-on-Hudson village,97.1
NY,Hauppauge CDP,96.1
NY,Haverstraw village,74
NY,Haviland CDP,95.2
NY,Hawthorne CDP,90.3
NY,Head of the Harbor village,97.4
NY,Hemlock CDP,94.7
NY,Hempstead village,71.2
NY,Henderson CDP,94.3
NY,Heritage Hills CDP,95.5
NY,Herkimer village,89.3
NY,Hermon village,80.6
NY,Herricks CDP,94.1
NY,Herrings village,84.7
NY,Heuvelton village,91
NY,Hewlett CDP,96.6
NY,Hewlett Bay Park village,97
NY,Hewlett Harbor village,99.2
NY,Hewlett Neck village,99.1
NY,Hicksville CDP,90.8
NY,High Falls CDP,94.9
NY,Highland CDP,87.1
NY,Highland Falls village,93.4
NY,Hillburn village,89.9
NY,Hillcrest CDP,84.2
NY,Hillside CDP,89.6
NY,Hillside Lake CDP,87.3
NY,Hilton village,94.9
NY,Hobart village,92.3
NY,Holbrook CDP,93.2
NY,Holland CDP,90.3
NY,Holland Patent village,95.7
NY,Holley village,88.4
NY,Holtsville CDP,92.5
NY,Homer village,92.8
NY,Honeoye CDP,97.3
NY,Honeoye Falls village,96.4
NY,Hoosick Falls village,92.3
NY,Hopewell Junction CDP,88.3
NY,Hornell city,88.8
NY,Horseheads village,93.8
NY,Horseheads North CDP,99.2
NY,Hortonville CDP,94.5
NY,Houghton CDP,97
NY,Hudson city,80.7
NY,Hudson Falls village,85.7
NY,Hunt CDP,78.9
NY,Hunter village,95.8
NY,Huntington CDP,96.6
NY,Huntington Bay village,99.3
NY,Huntington Station CDP,77.6
NY,Hurley CDP,95.4
NY,Hyde Park CDP,94.2
NY,Ilion village,89.7
NY,Interlaken village,89
NY,Inwood CDP,75.4
NY,Irondequoit CDP,91.9
NY,Irvington village,95.7
NY,Islandia village,87.5
NY,Island Park village,91.1
NY,Islip CDP,92.4
NY,Islip Terrace CDP,94.2
NY,Ithaca city,94.2
NY,Jamesport CDP,100
NY,Jamestown city,85.9
NY,Jamestown West CDP,85.5
NY,Jefferson Heights CDP,77.1
NY,Jefferson Valley-Yorktown CDP,95.2
NY,Jeffersonville village,86.2
NY,Jericho CDP,95.5
NY,Johnson City village,89.4
NY,Johnstown city,89
NY,Jordan village,94.1
NY,Kaser village,76.4
NY,Katonah CDP,94.7
NY,Keeseville village,81.8
NY,Kenmore village,92.8
NY,Kennedy CDP,85.5
NY,Kensington village,96.6
NY,Kerhonkson CDP,82.8
NY,Keuka Park CDP,100
NY,Kinderhook village,97.8
NY,Kings Park CDP,93.5
NY,Kings Point village,88.6
NY,Kingston city,84.5
NY,Kiryas Joel village,64
NY,Kysorville CDP,64.3
NY,Lackawanna city,83.2
NY,Lacona village,88.4
NY,La Fargeville CDP,97.2
NY,Lake Carmel CDP,93.4
NY,Lake Erie Beach CDP,96.7
NY,Lake George village,88.2
NY,Lake Grove village,93.4
NY,Lake Katrine CDP,86
NY,Lakeland CDP,94.2
NY,Lake Luzerne CDP,89.3
NY,Lake Mohegan CDP,94.4
NY,Lake Placid village,91.1
NY,Lake Ronkonkoma CDP,91.8
NY,Lake Success village,90.6
NY,Lakeview CDP,82.4
NY,Lakeville CDP,78.4
NY,Lakewood village,93.9
NY,Lancaster village,94.3
NY,Lansing village,98.6
NY,Larchmont village,98.2
NY,Lattingtown village,91.1
NY,Laurel CDP,95.2
NY,Laurel Hollow village,97.3
NY,Laurens village,92.4
NY,Lawrence village,97.6
NY,Leeds CDP,80.7
NY,Leicester village,87.8
NY,Le Roy village,88.9
NY,Levittown CDP,92.4
NY,Lewiston village,96.8
NY,Liberty village,79.9
NY,Lido Beach CDP,96.4
NY,Lima village,91.6
NY,Lime Lake CDP,86.4
NY,Limestone CDP,89.8
NY,Lincolndale CDP,98
NY,Lincoln Park CDP,85.2
NY,Lindenhurst village,89.4
NY,Linwood CDP,100
NY,Lisle village,93
NY,Little Falls city,89
NY,Little Valley village,81.9
NY,Liverpool village,96
NY,Livingston Manor CDP,76.9
NY,Livonia village,96.7
NY,Livonia Center CDP,93.5
NY,Lloyd Harbor village,98.3
NY,Loch Sheldrake CDP,85.1
NY,Lockport city,88.8
NY,Locust Valley CDP,87.1
NY,Lodi village,90.8
NY,Long Beach city,93.9
NY,Long Lake CDP,73.9
NY,Lorenz Park CDP,88.1
NY,Lorraine CDP,88.4
NY,Lowville village,92.3
NY,Lynbrook village,93
NY,Lyncourt CDP,86.9
NY,Lyndonville village,92.4
NY,Lyon Mountain CDP,86.3
NY,Lyons village,84.6
NY,Lyons Falls village,88.6
NY,Macedon village,95.2
NY,McGraw village,84.9
NY,Machias CDP,93.9
NY,Madison village,81.2
NY,Madrid CDP,73.3
NY,Mahopac CDP,93.7
NY,Malden-on-Hudson CDP,76.1
NY,Malone village,81.2
NY,Malverne village,95.6
NY,Malverne Park Oaks CDP,100
NY,Mamaroneck village,87.7
NY,Manchester village,92.3
NY,Manhasset CDP,92.1
NY,Manhasset Hills CDP,89.9
NY,Manlius village,96.7
NY,Mannsville village,87.6
NY,Manorhaven village,92.7
NY,Manorville CDP,96
NY,Marathon village,93.6
NY,Marcellus village,98
NY,Margaretville village,81.2
NY,Mariaville Lake CDP,96.2
NY,Marion CDP,87.1
NY,Marlboro CDP,92.7
NY,Massapequa CDP,95.9
NY,Massapequa Park village,96.8
NY,Massena village,89.3
NY,Mastic CDP,86.3
NY,Mastic Beach village,86
NY,Matinecock village,97.9
NY,Mattituck CDP,94.9
NY,Mattydale CDP,91.1
NY,Maybrook village,90.6
NY,Mayfield village,91.2
NY,Mayville village,87.3
NY,Mechanicstown CDP,86.2
NY,Mechanicville city,90.4
NY,Medford CDP,89.3
NY,Medina village,90.8
NY,Melrose Park CDP,97.3
NY,Melville CDP,96
NY,Menands village,95.3
NY,Meridian village,91.1
NY,Merrick CDP,96.8
NY,Merritt Park CDP,98.4
NY,Mexico village,93.7
NY,Middleburgh village,88.3
NY,Middle Island CDP,93.8
NY,Middleport village,89.8
NY,Middletown city,83
NY,Middleville village,90.5
NY,Milford village,89.1
NY,Millbrook village,93.5
NY,Miller Place CDP,97.4
NY,Millerton village,83.9
NY,Mill Neck village,97.9
NY,Millport village,84.3
NY,Milton CDP (Saratoga County),99.2
NY,Milton CDP (Ulster County),94.3
NY,Mineola village,87.5
NY,Minetto CDP,93.9
NY,Mineville CDP,81.4
NY,Minoa village,98.3
NY,Mohawk village,95.5
NY,Monroe village,92.5
