Geographic area,City,share_white,share_black,share_native_american,share_asian,share_hispanic
ND,Tolley city,100,0,0,0,0
ND,Tolna city,97,0,1.8,0,0
ND,Tower City city,97.6,0,1.6,0,0
ND,Towner city,96.6,0,1.9,0,5.3
ND,Turtle Lake city,95.5,0.3,2.1,0.2,0.2
ND,Tuttle city,100,0,0,0,0
ND,Underwood city,95.5,0.3,1.8,0,0.6
ND,Upham city,96.2,0.8,0.8,0.8,0
ND,Valley City city,95.2,1.2,0.7,0.8,1.5
ND,Velva city,98.7,0,0.4,0.1,1.4
ND,Venturia city,100,0,0,0,0
ND,Verona city,97.6,0,1.2,0,0
ND,Voltaire city,95,2.5,0,0,0
ND,Wahpeton city,92.6,1.3,3.1,0.8,2
ND,Walcott city,96.6,0.9,0,0,2.6
ND,Wales city,90.3,0,0,0,0
ND,Walhalla city,88.3,0.1,8.7,0,1.7
ND,Warwick city,56.9,0,40,0,3.1
ND,Washburn city,98,0.1,0.6,0,1.1
ND,Watford City city,93.6,0.1,3.4,0.7,1.9
ND,West Fargo city,93.5,2,1,1.4,1.8
ND,Westhope city,95.1,0,1.2,0.2,0.5
ND,Wheatland CDP,98.5,0,1.5,0,0
ND,White Earth city,97.5,2.5,0,0,5
ND,White Shield CDP,2.1,0,96.7,0,5.4
ND,Wildrose city,96.4,0,2.7,0,4.5
ND,Williston city,92.6,0.3,3.3,0.3,2.2
ND,Willow City city,95.1,0.6,2.5,0,0.6
ND,Wilton city,96.3,0,2.1,0.1,1.3
ND,Wimbledon city,97.2,0,0,0,0.5
ND,Wing city,94.1,0,2.6,0,0.7
ND,Wishek city,98.3,0,0.9,0.1,3.1
ND,Wolford city,100,0,0,0,0
ND,Woodworth city,92,0,8,0,0
ND,Wyndmere city,95.6,0,0.2,0.2,6.1
ND,York city,87,0,0,0,0
ND,Ypsilanti CDP,97.1,0,0,0,3.8
ND,Zap city,91.6,0,3,1.3,0.4
ND,Zeeland city,98.8,0,1.2,0,1.2
OH,Aberdeen village,96.2,1.8,0.1,0.2,0.9
OH,Ada village,93.5,1.9,0.1,1.9,1.6
OH,Adamsville village,99.1,0,0,0,0
OH,Addyston village,89.7,5.7,0.2,0.2,1.9
OH,Adelphi village,95,1.6,0,0.3,0
OH,Adena village,97.9,0.3,0,0,0.4
OH,Akron city,62.2,31.5,0.2,2.1,2.1
OH,Albany village,98.3,0.1,0.1,0.7,1.6
OH,Alexandria village,98.5,0,0.6,0,1.2
OH,Alger village,97.2,0.2,0.5,0.1,1.2
OH,Alliance city,84.6,10.5,0.2,0.8,1.9
OH,Alvordton CDP,95.9,2.8,0,0,1.8
OH,Amanda village,96.6,0.9,0,0,1.4
OH,Amberley village,85.7,9.5,0.1,3,1.3
OH,Amelia village,95.1,1.6,0.3,0.7,1.9
OH,Amesville village,88.3,3.2,0.6,4.5,2.6
OH,Amherst city,95.7,0.7,0.2,0.7,5.3
OH,Amsterdam village,99,0,0.2,0.2,1
OH,Andersonville CDP,96.3,1.9,0,0.4,1.7
OH,Andover village,95.5,2.8,0.3,0.1,1.7
OH,Anna village,97.4,0.4,0.4,0.2,0.6
OH,Ansonia village,98.8,0,0.3,0.2,1.6
OH,Antioch village,97.7,1.2,0,0,0
OH,Antwerp village,96.6,0.7,0.1,0.1,4.8
OH,Apple Creek village,97.7,0.3,0.3,0.7,3.7
OH,Apple Valley CDP,96.9,1.1,0.3,0.6,1.4
OH,Aquilla village,97.9,0,0,0.3,0
OH,Arcadia village,96.1,1.4,0.2,0.2,3.1
OH,Arcanum village,98.8,0.1,0,0.2,0.3
OH,Archbold village,90.5,0.5,0.5,0.9,16.8
OH,Arlington village,98.9,0.3,0.1,0.1,0.8
OH,Arlington Heights village,80.7,14.8,0,0.4,0.9
OH,Ashland city,95.8,1.4,0.1,1,1.2
OH,Ashley village,97.2,0.5,0.1,0.2,1.5
OH,Ashtabula city,82,8.9,0.4,0.3,9.3
OH,Ashville village,96.7,1,0.4,0.3,1.4
OH,Athalia village,97.9,0.8,0.8,0.3,2.1
OH,Athens city,86.4,4.4,0.2,6.1,2.4
OH,Attica village,96.3,0.8,0,0,1.3
OH,Atwater CDP,97.8,1.1,0,0.1,1.2
OH,Aurora city,93.9,3,0.1,1.9,1.3
OH,Austinburg CDP,97.5,0.8,0.6,0.4,1.4
OH,Austintown CDP,89.9,6.9,0.2,0.6,2.7
OH,Avon city,92.4,2.3,0.1,3.1,3.4
OH,Avon Lake city,95.7,1.1,0.1,1.3,2.4
OH,Bailey Lakes village,97,1.6,0,0,0.3
OH,Bainbridge CDP,96.3,1.5,0.1,0.6,0.9
OH,Bainbridge village,96.4,0.8,0.2,0,0.6
OH,Bairdstown village,93.8,0,0,0,3.8
OH,Ballville CDP,95.1,1.4,0.1,0.5,3.9
OH,Baltic village,98.5,0.6,0,0.1,0.3
OH,Baltimore village,97.5,0.3,0,0.5,0.5
OH,Bannock CDP,100,0,0,0,0
OH,Barberton city,90.8,5.9,0.3,0.3,1.4
OH,Barnesville village,97,0.9,0.1,0.3,0.6
OH,Barnhill village,98.2,0.8,0.5,0,1.5
OH,Bascom CDP,99.5,0,0,0,1.8
OH,Batavia village,93.6,3.4,0.5,0.6,0.9
OH,Batesville village,95.8,1.4,0,0,0
OH,Bay View village,96.8,0.3,0.9,0.8,0.5
OH,Bay Village city,97,0.5,0.1,0.9,1.6
OH,Beach City village,97.6,0.4,0.2,0,0.8
OH,Beachwood city,77.3,13.7,0,7.4,1.9
OH,Beallsville village,97.8,0,0,0,0
OH,Beaver village,94.7,0,0,0,2.2
OH,Beavercreek city,88.5,2.5,0.2,5.9,2.6
OH,Beaverdam village,96.9,0.5,0.3,0.3,1.3
OH,Beckett Ridge CDP,81.9,8.7,0.2,6.6,3
OH,Bedford city,53.9,41.9,0.2,0.9,2
OH,Bedford Heights city,18.7,76.9,0.1,1.2,2.6
OH,Beechwood Trails CDP,95.7,2,0.3,0.6,1.2
OH,Bellaire village,91.9,5.5,0.3,0.2,0.8
OH,Bellbrook city,96,1.3,0.3,0.7,2.1
OH,Belle Center village,98.2,0.1,0.1,0.2,0.6
OH,Bellefontaine city,90.1,4.3,0.2,1.2,1.9
OH,Belle Valley village,97.3,0,0,0,0.4
OH,Bellevue city,96.3,0.6,0.2,0.2,3.2
OH,Bellville village,97.7,0.5,0.2,0.1,0.5
OH,Belmont village,97.4,0.4,1.3,0,0.2
OH,Belmore village,71.3,0,0.7,0,29.4
OH,Beloit village,97.3,0.3,0.1,0.4,0.3
OH,Belpre city,94.7,2.1,0.2,0.4,0.8
OH,Bentleyville village,95,0.7,0,2.8,0.6
OH,Benton Ridge village,95.7,0,0.7,0,2
OH,Bentonville CDP,99.7,0,0.3,0,0.7
OH,Berea city,88.8,6.6,0.2,1.5,2.8
OH,Bergholz village,98.2,0.8,0.3,0.2,0.2
OH,Berkey village,99.2,0,0,0.8,1.3
OH,Berlin CDP,98,0.4,0.1,0.7,0.9
OH,Berlin Heights village,96.8,0.7,0.1,0.1,1.4
OH,Bethel village,97.3,0.4,0.1,0.1,1
OH,Bethesda village,96.6,0.3,0.1,0.2,0.2
OH,Bettsville village,97.3,0,0.2,1.2,8.3
OH,Beulah Beach CDP,96.2,0,0,1.9,3.8
OH,Beverly village,97.2,0.3,0,0.2,0.5
OH,Bexley city,89.6,5.9,0.1,1.5,1.8
OH,Blacklick Estates CDP,73.5,19.6,0.2,1.3,3.2
OH,Bladensburg CDP,99.5,0,0,0,1
OH,Blakeslee village,100,0,0,0,0
OH,Blanchester village,97.8,0.4,0.3,0.3,0.4
OH,Bloomdale village,98.1,0,0,0.3,2.7
OH,Bloomingburg village,88.6,3.1,0.6,0,6.9
OH,Bloomingdale village,98,0.5,0.5,0,0
OH,Bloomville village,97.4,0.2,0.1,0,2.1
OH,Blue Ash city,79.9,6.5,0.2,10.6,2.5
OH,Blue Jay CDP,98.3,0.1,0.1,0.2,1.3
OH,Bluffton village,95.3,1.6,0.2,0.9,1.5
OH,Boardman CDP,89.6,6.4,0.1,1.2,3.3
OH,Bolindale CDP,92.5,5.3,0.1,0.4,2.2
OH,Bolivar village,98.8,0.1,0.4,0.2,0.7
OH,Boston Heights village,95.9,2.1,0.1,0.7,0.8
OH,Botkins village,97.7,0.4,0.1,0.6,0.7
OH,Bourneville CDP,98.5,0,0.5,0,0.5
OH,Bowerston village,98.7,0.8,0.3,0,0
OH,Bowersville village,97.1,0.6,0,0,2.2
OH,Bowling Green city,87.6,6.4,0.2,2.1,4.8
OH,Bradford village,98.9,0.2,0.1,0.2,0.9
OH,Bradner village,97.2,0.4,0.1,0.3,5.1
OH,Brady Lake village,94.4,0.2,1.3,1.1,0.9
OH,Bratenahl village,80.5,15.5,0.3,2.5,0.9
OH,Brecksville city,93.3,1.7,0.1,3.4,1.4
OH,Brecon CDP,84.8,2,0,0,28.3
OH,Bremen village,98.2,0.3,0.3,0,0.4
OH,Brewster village,98.5,0.1,0,0.3,0.9
OH,Brice village,78.1,10.5,0,1.8,0
OH,Bridgeport village,89.7,6.9,0,0.2,0.2
OH,Bridgetown CDP,96.9,0.9,0.1,0.8,0.8
OH,Brilliant CDP,98.8,0.3,0.1,0,0.3
OH,Brimfield CDP,95.3,2.4,0.2,0.7,0.8
OH,Broadview Heights city,91,2.1,0.1,5.2,1.8
OH,Brookfield Center CDP,97,1.3,0.1,0.4,0.5
OH,Brooklyn city,84.3,5.2,0.2,3.9,10.4
OH,Brooklyn Heights village,94.6,1.2,0.6,1.7,2.5
OH,Brook Park city,92.2,3.2,0.2,1.6,3.4
OH,Brookside village,96.2,1.9,0.5,0,0.3
OH,Brookville city,97.6,0.4,0.1,0.9,0.7
OH,Broughton village,97.5,0,1.7,0,0.8
OH,Brownsville CDP,96.8,0.9,0,0,0
OH,Brunswick city,95.5,1.2,0.1,1.2,2.3
OH,Bryan city,94.3,0.6,0.2,0.9,5.1
OH,Buchtel village,97.8,1.1,0,0,1.1
OH,Buckeye Lake village,96.6,0.8,0.3,0.3,0.9
OH,Buckland village,98.7,0,0,0.4,2.1
OH,Bucyrus city,96.3,1.1,0.2,0.7,1.6
OH,Buffalo CDP,99,0,0.2,0,0.7
OH,Buford CDP,98.9,0.3,0,0.3,0.3
OH,Burbank village,97.6,1,0.5,0,0.5
OH,Burgoon village,95.9,0,0.6,0.6,7
OH,Burkettsville village,99.2,0.8,0,0,0.8
OH,Burlington CDP,88.6,8.4,0.5,0.1,1.3
OH,Burton village,97.2,1.2,0.1,0.8,1.3
OH,Butler village,98.3,0.4,0.1,0.1,1.5
OH,Butlerville village,99.4,0.6,0,0,0.6
OH,Byesville village,98.2,0.1,0.2,0.2,0.2
OH,Cadiz village,87.4,8.4,0,0.3,0.8
OH,Cairo village,97.7,0.6,0.2,0.2,1.5
OH,Calcutta CDP,97.3,0.4,0.2,0.8,0.7
OH,Caldwell village,97.7,0.2,0.3,0.5,0.1
OH,Caledonia village,97.4,1.6,0,0.2,0.5
OH,Cambridge city,92.7,3.4,0.3,0.3,1.2
OH,Camden village,98.8,0.1,0.2,0,1.1
OH,Campbell city,69.1,21.2,0.3,0.4,15.8
OH,Camp Dennison CDP,75.2,19.5,0,0,2.4
OH,Canal Fulton city,97,0.6,0.1,0.4,1.5
OH,Canal Lewisville CDP,96.3,1.3,0,0,0.3
OH,Canal Winchester village,91.6,5.1,0.1,1.2,1.2
OH,Candlewood Lake CDP,97.8,0.3,0.4,0.4,0.7
OH,Canfield city,96.4,0.4,0.1,1.8,1.5
OH,Canton city,69.1,24.2,0.5,0.3,2.6
OH,Carbon Hill CDP,94.8,0,1.7,1.3,0.4
OH,Cardington village,97.9,0.1,0,0.2,0.8
OH,Carey village,96.2,0.2,0.2,1.6,2
OH,Carlisle city,98.3,0.4,0.1,0.1,1
OH,Carroll village,96.2,0.6,0.4,0.2,0
OH,Carrollton village,98.2,0.4,0,0.4,0.9
OH,Casstown village,100,0,0,0,0
OH,Castalia village,97.1,0.1,0.4,0.1,3.3
OH,Castine village,97.7,0,0.8,0,0
OH,Catawba village,98.9,0.7,0,0.4,0.4
OH,Cecil village,94.7,2.7,0.5,0,4.8
OH,Cedarville village,94.4,2.3,0.1,1.1,2.2
OH,Celeryville CDP,96.7,0,0,0,5.7
OH,Celina city,94.9,0.5,0.4,1.1,2.8
OH,Centerburg village,96.9,1.2,0.1,0.3,0.2
OH,Centerville village,98.1,1,0,0,0
OH,Centerville city,90.2,4,0.2,3.2,1.8
OH,Chagrin Falls village,98,0.4,0,0.8,0.9
OH,Champion Heights CDP,97.8,0.9,0.1,0.3,0.9
OH,Chardon city,96.9,0.8,0.2,0.6,1.5
OH,Chatfield village,97.4,0,0.5,0,1.6
OH,Chauncey village,96.6,0.9,0.3,0.4,0.6
OH,Cherry Fork village,96.8,0.6,0.6,0,0.6
OH,Cherry Grove CDP,94.9,1.2,0.2,2,1.9
OH,Chesapeake village,96.8,0.5,0.7,0.4,0.9
OH,Cheshire village,96.2,0.8,0,0,1.5
OH,Chesterhill village,73.7,9.7,0.3,0.3,0.3
OH,Chesterland CDP,97.6,0.9,0,0.4,2.4
OH,Chesterville village,97.8,0,0,0,0.4
OH,Cheviot city,89,7.3,0.2,0.5,2
OH,Chickasaw village,99.7,0,0,0,0.3
OH,Chillicothe city,88.1,7.2,0.3,0.5,1.3
OH,Chilo village,98.4,0,1.6,0,0
OH,Chippewa Lake village,97.2,0.6,0.3,0,1.4
OH,Chippewa Park CDP,98,0.2,0.2,0.2,1.3
OH,Choctaw Lake CDP,97.9,0.8,0.1,0.4,1
OH,Christiansburg village,96,0,0.6,0.2,1.3
OH,Churchill CDP,86.2,11.2,0.3,0.4,2.5
OH,Cincinnati city,49.3,44.8,0.3,1.8,2.8
OH,Cinnamon Lake CDP,98.2,0.6,0.2,0.2,0.6
OH,Circleville city,95.4,1.9,0.2,0.4,1.1
OH,Clarington village,96.9,1,0,0,0.3
OH,Clarksburg village,98.5,0.2,0,0,1.8
OH,Clarksville village,96,0,0.2,2.2,0.9
OH,Clarktown CDP,97.1,0.3,0.6,0.3,0.3
OH,Clay Center village,98.2,0,0,0,5.8
OH,Clayton city,76.5,18.8,0.2,1.4,1.4
OH,Cleveland city,37.3,53.3,0.3,1.8,10
OH,Cleveland Heights city,49.8,42.5,0.2,4.1,2
OH,Cleves village,96.9,0.6,0.4,0.4,1.2
OH,Clifton village,92.1,2.6,0,1.3,3.9
OH,Clinton village,97.5,0.3,0.2,0.3,0.7
OH,Cloverdale village,95.8,0.6,0,0,3
OH,Clyde city,94.4,0.6,0.3,0.4,5.9
OH,Coal Grove village,97.7,0.6,0.4,0,0.3
OH,Coalton village,97.5,0.2,0.4,0,0.8
OH,Coldstream CDP,96.2,0.9,0.1,1.8,2.5
OH,Coldwater village,99,0.1,0,0.1,0.7
OH,College Corner village,97.1,1,0.5,0.2,0.2
OH,Collins CDP,97.8,0,0.5,0.2,1.4
OH,Columbiana city,97.7,0.6,0,0.5,1
OH,Columbus city,61.5,28,0.3,4.1,5.6
OH,Columbus Grove village,94.2,0.8,0.6,0.2,4.8
OH,Commercial Point village,94.4,1.3,0.3,1.3,2
OH,Concorde Hills CDP,92.8,1.5,0,3.9,3.5
OH,Conesville village,100,0,0,0,0
OH,Congress village,97.3,0.5,0,0.5,2.7
OH,Conneaut city,89.8,7.5,0.2,0.4,1.8
OH,Continental village,98.4,0.1,0.1,0.1,3.1
OH,Convoy village,97.2,0.4,0.2,0.1,2.6
OH,Coolville village,98,0.4,0,0,0.2
OH,Corning village,97.3,0.5,0.3,0,0.3
OH,Cortland city,97,1.2,0.2,0.5,0.9
OH,Corwin village,98.8,0,0,0,1.9
OH,Coshocton city,95.7,1.8,0.2,0.4,1.1
OH,Covedale CDP,93.7,3.4,0,1.1,1
OH,Covington village,98.1,0.3,0.1,0,0.6
OH,Craig Beach village,95.6,0.2,0.5,0.4,2.1
OH,Crestline city,94.1,2.7,0.2,0.5,1.1
OH,Creston village,96.9,0.4,0.1,0.7,1
OH,Cridersville village,98.3,0.4,0.1,0,1.6
OH,Crooksville village,98.5,0.1,0.1,0.1,0.7
OH,Crown City village,98.8,0,0,1,0.5
OH,Crystal Lakes CDP,88.3,0.4,0.4,0.2,13.7
OH,Crystal Rock CDP,94.3,0,0.6,0,7.4
OH,Cumberland village,94.3,2.2,0,0.3,1.6
OH,Curtice CDP,97.1,0.2,0.2,0.9,2.5
OH,Custar village,94.4,0,0.6,0,6.1
OH,Cuyahoga Falls city,93.4,3.3,0.2,1.2,1.4
OH,Cuyahoga Heights village,97.3,0.6,0.2,1.4,0.9
OH,Cygnet village,93.6,1.2,0.7,0.7,5.7
OH,Cynthiana CDP,98.5,0,0,0,0
OH,Dalton village,96.7,0.3,0.1,0.9,1.5
OH,Damascus CDP,99.3,0,0,0.2,0.5
OH,Danville village,97.9,0.6,0.4,0.1,1.2
OH,Darbydale CDP,97.2,0.4,0.4,0,0.9
OH,Darbyville village,98.2,0.5,0,0,0
OH,Darrtown CDP,98.4,0.4,0.4,0,0.4
OH,Day Heights CDP,97,1.3,0.2,0.5,1.6
OH,Dayton city,51.7,42.9,0.3,0.9,3
OH,Deer Park city,91.9,4.6,0.1,1.3,1.7
OH,Deersville village,94.9,0,0,2.5,0
OH,Defiance city,88.1,3.6,0.3,0.4,14.4
OH,De Graff village,97.5,0.9,0.3,0.2,0.2
OH,Delaware city,90.6,4.5,0.2,1.4,2.5
OH,Delhi Hills CDP,96.7,1,0,0.9,0.5
OH,Dellroy village,97.2,0.6,1.4,0,0.6
OH,Delphos city,97.5,0.4,0.2,0.2,1.8
OH,Delshire CDP,93,2.9,0.2,1.7,0.9
OH,Delta village,96.1,0.4,0.5,0.5,5.3
OH,Dennison village,96.8,1,0.4,0.2,1
OH,Dent CDP,95.7,1.3,0.1,1.6,1.1
OH,Derby CDP,97.3,0.5,0,0.2,0.5
OH,Deshler village,91.9,0.1,0.3,0.4,9.9
OH,Devola CDP,97.9,0.7,0.1,0.5,0.8
OH,Dexter City village,95.3,0.8,0,0,0
OH,Dillonvale CDP,94,3.3,0.4,0.8,1.3
OH,Dillonvale village,98,0.9,0.2,0,0.2
OH,Dola CDP,95,1.4,0.7,0,0
OH,Donnelsville village,98.7,0,0.3,0.3,0.3
OH,Dover city,94.1,1.1,0.6,0.5,4.1
OH,Doylestown village,97.9,0.6,0.1,0.2,1.4
OH,Dresden village,97.4,0.3,0.1,0.5,0.3
OH,Drexel CDP,50.5,45.3,0.4,0,3.5
OH,Dry Ridge CDP,93.1,4.2,0,1.6,1.8
OH,Dry Run CDP,93.8,0.9,0.1,3.2,1.8
OH,Dublin city,80.5,1.8,0.1,15.3,1.8
OH,Duncan Falls CDP,98.6,0.5,0,0.1,0.1
OH,Dundee CDP,99.3,0,0.3,0,0.3
OH,Dunkirk village,97.4,0.3,0.3,0.5,0.5
OH,Dunlap CDP,98.1,0.7,0,0.3,0.6
OH,Dupont village,99.4,0,0.6,0,0.9
OH,East Canton village,94,3.3,0.1,0.1,1.7
OH,East Cleveland city,4.6,93.2,0.2,0.2,1
OH,East Fultonham CDP,97,0.9,0,0.3,0.9
OH,Eastlake city,95.9,1.4,0.1,1,1.4
OH,East Liberty CDP,98.6,0,0.5,0,1.6
OH,East Liverpool city,91.7,4.6,0.2,0.2,1.1
OH,East Palestine city,98.2,0.2,0.1,0.3,0.9
OH,East Rochester CDP,98.7,1.3,0,0,0.4
OH,East Sparta village,99.3,0.2,0,0,0.9
OH,Eaton city,96.3,0.6,0.2,1,0.8
OH,Eaton Estates CDP,96.6,0.7,0.5,0.2,2
OH,Edgerton village,97.7,0.2,0.1,0.4,2.5
OH,Edgewood CDP,94.2,1.9,0.1,0.5,3.2
OH,Edison village,98.9,0.2,0,0.2,1.8
OH,Edon village,98,0.1,0.2,0.2,0.8
OH,Eldorado village,99,0,0,0.6,0.2
OH,Elgin village,98.2,0,0,0,0
OH,Elida village,94.3,2.6,0.1,0.8,1.6
OH,Elizabethtown CDP,98.6,0,0,0,2.6
OH,Elmore village,96.4,0.5,0.2,0.1,5.7
OH,Elmwood Place village,79.1,14.9,0.3,0.7,3.6
OH,Elyria city,78.1,15.5,0.3,0.8,4.9
OH,Empire village,94.6,2.7,2,0,0
OH,Englewood city,82.3,12.9,0.2,1.6,1.1
OH,Enon village,96.6,0.4,0.3,1.3,0.8
OH,Etna CDP,91.7,3.6,0,1.9,1.5
OH,Euclid city,43.8,52.6,0.2,0.7,1.6
OH,Evendale village,88,6.5,0.3,4.3,0.4
OH,Fairborn city,84.8,7.7,0.3,3.1,2.4
OH,Fairfax village,94.8,2.4,0.3,0.8,1.3
OH,Fairfield city,79,12.8,0.3,2.4,5.5
OH,Fairfield Beach CDP,96.7,0.4,0.2,0,1.1
OH,Fairlawn city,82.1,11,0,4.3,2.3
OH,Fairport Harbor village,94.7,2.1,0.2,0.3,2.2
OH,Fairview village,97.6,1.2,0,0,1.2
OH,Fairview Park city,94.4,1.8,0.1,1.6,3.3
OH,Farmersville village,97.6,0,0,0.2,0.6
OH,Fayette village,94,1,0.4,0.1,14.3
OH,Fayetteville village,99.4,0.3,0,0,1.2
OH,Felicity village,98.7,0.2,0.5,0.1,1.2
OH,Findlay city,91.2,2.2,0.3,2.5,5.7
OH,Finneytown CDP,61.7,33.7,0.1,1.4,1.9
OH,Five Points CDP,96.1,0.5,0.2,1.8,0.8
OH,Flat Rock CDP,97.9,1.3,0.4,0,2.1
OH,Fletcher village,97,0,0.2,0,0.8
OH,Florida village,96.6,0,0,0.4,6
OH,Flushing village,97.6,1.4,0.2,0,0.7
OH,Forest village,98,0.4,0.1,0,1
OH,Forest Park city,24.9,65,0.2,2.2,6.4
OH,Forestville CDP,93.4,1.4,0.1,2.5,1.5
OH,Fort Jennings village,99.2,0,0,0.8,0
OH,Fort Loramie village,99.7,0.1,0,0.1,0.4
OH,Fort Recovery village,97.7,0.1,0.1,0.1,1.1
OH,Fort Seneca CDP,98.4,0,0,0,2
OH,Fort Shawnee village,94.6,2.5,0.2,0.4,1.9
OH,Fostoria city,84.1,6.4,0.1,0.4,11.5
OH,Four Bridges CDP,88.4,5.1,0,4.5,1.7
OH,Frankfort village,92.6,3.9,0.7,0.4,0.2
OH,Franklin city,96.2,0.9,0.2,0.5,1.6
OH,Franklin Furnace CDP,87.8,9.8,0.6,0.1,1.3
OH,Frazeysburg village,97.6,0.1,0.2,0.3,0.5
OH,Fredericksburg village,99.3,0,0,0.5,1.2
OH,Fredericktown village,98,0.4,0.2,0,0.9
OH,Freeport village,97.6,0,0,0,0
OH,Fremont city,80.7,8.3,0.2,0.3,16.1
OH,Fresno CDP,95.7,0,2.1,0,0
OH,Friendship CDP,96.3,0.9,0,0.6,0
OH,Fruit Hill CDP,96.1,1.5,0.1,1,1.2
OH,Fulton village,96.9,0,0,0,1.9
OH,Fultonham village,100,0,0,0,0
OH,Gahanna city,82.1,11.2,0.2,3.1,2.6
OH,Galena village,90.8,2.6,0.5,3.4,2.3
OH,Galion city,97.6,0.5,0.1,0.2,1.3
OH,Gallipolis village,89.7,5.1,0.6,1.1,1.2
OH,Gambier village,90.5,2.8,0.2,2,2.8
OH,Gann village,100,0,0,0,2.4
OH,Garfield Heights city,60.2,35.7,0.2,1.3,2.3
OH,Garrettsville village,97.8,0.5,0,0.3,0.9
OH,Gates Mills village,93,1.3,0.1,4,1.9
OH,Geneva city,94.3,1.7,0.1,0.5,5.5
OH,Geneva-on-the-Lake village,95.9,0.2,0.2,0.2,3.2
OH,Genoa village,96.2,0.4,0.1,0.1,7.4
OH,Georgetown village,95.5,1.9,0.3,0.5,0.6
OH,Germantown village,97.5,0.8,0.2,0.5,1.2
OH,Gettysburg village,97.5,0.4,0,0.2,0.6
OH,Gibsonburg village,94.2,0.6,0.2,0,8.6
OH,Gilboa village,94.6,0,0,0.5,9.2
OH,Girard city,93.2,4,0.1,0.3,2.1
OH,Glandorf village,98.3,0,0,0.8,1.6
OH,Glencoe CDP,98.7,0,0,0.3,1.3
OH,Glendale village,81.4,15.4,0,1.5,1.3
OH,Glenford village,98.3,0.6,0,0.6,0
OH,Glenmont village,98.2,0,0.4,0.7,0.4
OH,Glenmoor CDP,97.4,1.2,0.3,0,0.4
OH,Glenwillow village,57.4,28.7,0.2,10.4,1.1
OH,Gloria Glens Park village,98.6,0.2,0.2,0.5,1.4
OH,Glouster village,96.1,1.4,0.1,0.2,0.8
OH,Gnadenhutten village,99.1,0,0,0,0.5
OH,Golf Manor village,24.3,72.6,0.1,0.2,1.2
OH,Good Hope CDP,98.3,0.9,0,0,0.4
OH,Gordon village,97.6,0.5,0.5,0,0
OH,Grafton village,65,32.7,0.2,0.3,2.3
OH,Grand Rapids village,96.5,0.5,0.2,0.1,3.9
OH,Grand River village,96.7,1.5,0,0,4.5
OH,Grandview CDP,98,0.5,0.1,0.2,0.1
OH,Grandview Heights city,94.6,1.4,0.2,1.2,2.4
OH,Granville village,91.9,2.1,0.1,3.6,2.7
OH,Granville South CDP,96.9,0.9,0.1,1.4,0.9
OH,Gratiot village,98.6,0.5,0,0,0
OH,Gratis village,97.7,0.5,0.6,0,0.3
OH,Graysville village,89.5,0,0,0,0
OH,Green city,95,1.8,0.2,1.5,1.2
OH,Green Camp village,96.5,0,0,0,0.5
OH,Greenfield city,95.9,1.7,0.1,0.2,0.8
OH,Greenhills village,88,6.7,0.1,0.8,2.4
OH,Green Meadows CDP,95.7,0.7,0.1,1.3,1.8
OH,Green Springs village,96.4,0.6,0.7,0.1,8.4
OH,Greentown CDP,94.5,1.6,0.2,1.8,1.6
OH,Greenville city,96.7,0.9,0.2,0.7,1.4
OH,Greenwich village,99.1,0.2,0,0.4,1.1
OH,Groesbeck CDP,84.5,11.7,0.1,0.7,1.4
OH,Grove City city,92.6,2.8,0.2,1.3,2.6
OH,Groveport village,82.1,12.5,0.3,1.9,2.2
OH,Grover Hill village,98.5,0.2,0,0,1
OH,Hamden village,99.3,0.5,0.1,0.1,0.7
OH,Hamersville village,98.2,0,0,0.2,0.5
OH,Hamilton city,84,8.5,0.2,0.6,6.4
OH,Hamler village,90.8,0.3,1,0,21.5
OH,Hanging Rock village,98.6,0,0,0,1.4
OH,Hannibal CDP,97.8,0,0.7,0,1
OH,Hanover village,97.5,1,0.3,0.2,0.7
OH,Hanoverton village,100,0,0,0,0
OH,Harbor Hills CDP,98.6,0.3,0.1,0.1,0.7
OH,Harbor View village,96.7,0,0,2.4,1.6
OH,Harpster village,97.5,1,0,0,0.5
OH,Harrisburg village,96.9,0.6,0.9,0.6,0.3
OH,Harrison city,97.6,0.3,0.2,0.6,1.1
OH,Harrisville village,99.6,0,0,0,0.9
OH,Harrod village,99.3,0,0,0,1.7
OH,Hartford village,99,0.3,0,0.5,1.3
OH,Hartville village,96.1,0.8,0.1,0.7,1
OH,Harveysburg village,95.1,1.5,0,0.4,0.2
OH,Haskins village,97.4,0.4,0,0.3,4.1
OH,Haviland village,96.3,0.5,0,0,5.6
OH,Haydenville CDP,95,0,0.3,0.3,2.6
OH,Hayesville village,98.4,0,0,0.2,0.4
OH,Heath city,93.7,2.6,0.2,0.7,1.5
OH,Hebron village,96.4,0.4,0.3,0.5,1.7
OH,Helena village,99.6,0,0,0,3.6
OH,Hemlock village,100,0,0,0,0
OH,Hessville CDP,89.3,0,0,0,25.7
OH,Hicksville village,94.9,0.3,0.3,0.4,5.1
OH,Hide-A-Way Hills CDP,98.5,0.5,0.3,0.3,0.4
OH,Higginsport village,96.8,0,0.4,0,1.2
OH,Highland village,96.5,0.8,1.2,0,2.8
OH,Highland Heights city,91,1.9,0.1,5.8,1.4
OH,Highland Hills village,23.5,74.4,0.1,0.3,2.7
OH,Highland Holiday CDP,98.2,0.4,0.2,0.7,0
