Geographic Area,City,Median Income
NY,Holley village,35034
NY,Holtsville CDP,92194
NY,Homer village,47083
NY,Honeoye CDP,43026
NY,Honeoye Falls village,61250
NY,Hoosick Falls village,52045
NY,Hopewell Junction CDP,73462
NY,Hornell city,38598
NY,Horseheads village,53435
NY,Horseheads North CDP,72313
NY,Hortonville CDP,64773
NY,Houghton CDP,51042
NY,Hudson city,34313
NY,Hudson Falls village,42392
NY,Hunt CDP,36667
NY,Hunter village,27917
NY,Huntington CDP,110901
NY,Huntington Bay village,177083
NY,Huntington Station CDP,73591
NY,Hurley CDP,78906
NY,Hyde Park CDP,75500
NY,Ilion village,39525
NY,Interlaken village,48958
NY,Inwood CDP,48494
NY,Irondequoit CDP,54275
NY,Irvington village,138051
NY,Islandia village,87976
NY,Island Park village,59254
NY,Islip CDP,97500
NY,Islip Terrace CDP,96856
NY,Ithaca city,30436
NY,Jamesport CDP,80711
NY,Jamestown city,30950
NY,Jamestown West CDP,64094
NY,Jefferson Heights CDP,58281
NY,Jefferson Valley-Yorktown CDP,110655
NY,Jeffersonville village,41250
NY,Jericho CDP,140242
NY,Johnson City village,38371
NY,Johnstown city,42950
NY,Jordan village,50313
NY,Kaser village,20048
NY,Katonah CDP,109952
NY,Keeseville village,37898
NY,Kenmore village,51634
NY,Kennedy CDP,38500
NY,Kensington village,176667
NY,Kerhonkson CDP,48453
NY,Keuka Park CDP,30278
NY,Kinderhook village,80938
NY,Kings Park CDP,98384
NY,Kings Point village,113160
NY,Kingston city,40757
NY,Kiryas Joel village,26099
NY,Kysorville CDP,60694
NY,Lackawanna city,35352
NY,Lacona village,52500
NY,La Fargeville CDP,49565
NY,Lake Carmel CDP,86705
NY,Lake Erie Beach CDP,60129
NY,Lake George village,63026
NY,Lake Grove village,94960
NY,Lake Katrine CDP,31250
NY,Lakeland CDP,61250
NY,Lake Luzerne CDP,54545
NY,Lake Mohegan CDP,104531
NY,Lake Placid village,50766
NY,Lake Ronkonkoma CDP,87296
NY,Lake Success village,173533
NY,Lakeview CDP,111319
NY,Lakeville CDP,37500
NY,Lakewood village,47143
NY,Lancaster village,49991
NY,Lansing village,61232
NY,Larchmont village,152284
NY,Lattingtown village,129479
NY,Laurel CDP,103723
NY,Laurel Hollow village,207500
NY,Laurens village,42500
NY,Lawrence village,140391
NY,Leeds CDP,82159
NY,Leicester village,60893
NY,Le Roy village,50357
NY,Levittown CDP,98810
NY,Lewiston village,53704
NY,Liberty village,34088
NY,Lido Beach CDP,143333
NY,Lima village,51581
NY,Lime Lake CDP,44500
NY,Limestone CDP,45227
NY,Lincolndale CDP,108299
NY,Lincoln Park CDP,27500
NY,Lindenhurst village,83532
NY,Linwood CDP,(X)
NY,Lisle village,48750
NY,Little Falls city,38897
NY,Little Valley village,31750
NY,Liverpool village,56033
NY,Livingston Manor CDP,47254
NY,Livonia village,46250
NY,Livonia Center CDP,72300
NY,Lloyd Harbor village,202292
NY,Loch Sheldrake CDP,58750
NY,Lockport city,41298
NY,Locust Valley CDP,85536
NY,Lodi village,45781
NY,Long Beach city,84831
NY,Long Lake CDP,60000
NY,Lorenz Park CDP,54583
NY,Lorraine CDP,47500
NY,Lowville village,51641
NY,Lynbrook village,82189
NY,Lyncourt CDP,44709
NY,Lyndonville village,50441
NY,Lyon Mountain CDP,35000
NY,Lyons village,35318
NY,Lyons Falls village,45645
NY,Macedon village,67969
NY,McGraw village,49844
NY,Machias CDP,42125
NY,Madison village,46563
NY,Madrid CDP,33625
NY,Mahopac CDP,95619
NY,Malden-on-Hudson CDP,34434
NY,Malone village,36667
NY,Malverne village,106795
NY,Malverne Park Oaks CDP,92292
NY,Mamaroneck village,82035
NY,Manchester village,52500
NY,Manhasset CDP,107283
NY,Manhasset Hills CDP,121759
NY,Manlius village,71667
NY,Mannsville village,67813
NY,Manorhaven village,83253
NY,Manorville CDP,104519
NY,Marathon village,42039
NY,Marcellus village,50455
NY,Margaretville village,25673
NY,Mariaville Lake CDP,80417
NY,Marion CDP,40993
NY,Marlboro CDP,65082
NY,Massapequa CDP,119703
NY,Massapequa Park village,110845
NY,Massena village,37967
NY,Mastic CDP,71789
NY,Mastic Beach village,62602
NY,Matinecock village,166375
NY,Mattituck CDP,75391
NY,Mattydale CDP,44882
NY,Maybrook village,58621
NY,Mayfield village,54405
NY,Mayville village,48542
NY,Mechanicstown CDP,50804
NY,Mechanicville city,41042
NY,Medford CDP,91035
NY,Medina village,41538
NY,Melrose Park CDP,90078
NY,Melville CDP,121376
NY,Menands village,62683
NY,Meridian village,61042
NY,Merrick CDP,132225
NY,Merritt Park CDP,147808
NY,Mexico village,51111
NY,Middleburgh village,43482
NY,Middle Island CDP,68847
NY,Middleport village,47174
NY,Middletown city,50441
NY,Middleville village,63125
NY,Milford village,37917
NY,Millbrook village,75809
NY,Miller Place CDP,106654
NY,Millerton village,49563
NY,Mill Neck village,140000
NY,Millport village,45000
NY,Milton CDP (Saratoga County),90417
NY,Milton CDP (Ulster County),60972
NY,Mineola village,88594
NY,Minetto CDP,65170
NY,Mineville CDP,57917
NY,Minoa village,59209
NY,Mohawk village,42941
NY,Monroe village,106000
NY,Monsey CDP,37426
NY,Montauk CDP,72903
NY,Montebello village,132614
NY,Montgomery village,77907
NY,Monticello village,26376
NY,Montour Falls village,32702
NY,Montrose CDP,78125
NY,Mooers CDP,21875
NY,Moravia village,51700
NY,Moriches CDP,57656
NY,Morris village,40000
NY,Morrisonville CDP,41336
NY,Morristown village,58750
NY,Morrisville village,50652
NY,Mountain Lodge Park CDP,86902
NY,Mount Ivy CDP,70226
NY,Mount Kisco village,68556
NY,Mount Morris village,36875
NY,Mount Sinai CDP,108642
NY,Mount Vernon city,50952
NY,Munnsville village,48125
NY,Munsey Park village,209063
NY,Munsons Corners CDP,39417
NY,Muttontown village,230179
NY,Myers Corner CDP,97500
NY,Nanuet CDP,89650
NY,Napanoch CDP,42363
NY,Napeague CDP,59458
NY,Naples village,47917
NY,Narrowsburg CDP,41932
NY,Nassau village,67188
NY,Natural Bridge CDP,(X)
NY,Nedrow CDP,51944
NY,Nelliston village,46000
NY,Nelsonville village,107500
NY,Nesconset CDP,117946
NY,Newark village,31121
NY,Newark Valley village,48083
NY,New Berlin village,31563
NY,Newburgh city,34348
NY,New Cassel CDP,73702
NY,New City CDP,119528
NY,Newfane CDP,47127
NY,Newfield Hamlet CDP,47411
NY,New Hartford village,54961
NY,New Hempstead village,107875
NY,New Hyde Park village,103811
NY,New Paltz village,41421
NY,Newport village,34821
NY,New Rochelle city,70036
NY,New Square village,22470
NY,New Suffolk CDP,(X)
NY,New Windsor CDP,66443
NY,New York City,53373
NY,New York Mills village,32383
NY,Niagara Falls city,31560
NY,Nichols village,58750
NY,Niskayuna CDP,100417
NY,Nissequogue village,170250
NY,Niverville CDP,90750
NY,Norfolk CDP,31406
NY,North Amityville CDP,70660
NY,Northampton CDP,51333
NY,North Babylon CDP,88139
NY,North Ballston Spa CDP,62778
NY,North Bay Shore CDP,81526
NY,North Bellmore CDP,104806
NY,North Bellport CDP,66023
NY,North Boston CDP,52083
NY,North Collins village,52992
NY,North Creek CDP,37969
NY,Northeast Ithaca CDP,54444
NY,North Gates CDP,38968
NY,North Great River CDP,105391
NY,North Haven village,118750
NY,North Hills village,114716
NY,North Hornell village,57105
NY,North Lindenhurst CDP,70799
NY,North Lynbrook CDP,101094
NY,North Massapequa CDP,102292
NY,North Merrick CDP,117150
NY,North New Hyde Park CDP,109264
NY,North Patchogue CDP,86038
NY,Northport village,112390
NY,North Rose CDP,42250
NY,North Sea CDP,72554
NY,North Syracuse village,43411
NY,North Tonawanda city,48235
NY,North Valley Stream CDP,97868
NY,Northville village,47875
NY,Northville CDP,68507
NY,North Wantagh CDP,95909
NY,Northwest Harbor CDP,93750
NY,Northwest Ithaca CDP,49948
NY,Norwich city,38825
NY,Norwood village,41734
NY,Noyack CDP,77988
NY,Nunda village,40167
NY,Nyack village,64464
NY,Oak Beach-Captree CDP,(X)
NY,Oakdale CDP,84655
NY,Oakfield village,52702
NY,Ocean Beach village,58750
NY,Oceanside CDP,95690
NY,Odessa village,45278
NY,Ogdensburg city,36135
NY,Olcott CDP,57775
NY,Old Bethpage CDP,117600
NY,Old Brookville village,194205
NY,Old Field village,208750
NY,Old Forge CDP,24559
NY,Old Westbury village,168750
NY,Olean city,38450
NY,Oneida city,46149
NY,Oneida Castle village,51406
NY,Oneonta city,40186
NY,Ontario CDP,29025
NY,Orangeburg CDP,80814
NY,Orange Lake CDP,93590
NY,Orchard Park village,75536
NY,Orient CDP,75375
NY,Oriskany village,46394
NY,Oriskany Falls village,54063
NY,Ossining village,61746
NY,Oswego city,38113
NY,Otego village,55202
NY,Otisville village,83162
NY,Ovid village,43393
NY,Owego village,47760
NY,Oxbow CDP,(X)
NY,Oxford village,46287
NY,Oyster Bay CDP,91453
NY,Oyster Bay Cove village,210288
NY,Painted Post village,51458
NY,Palatine Bridge village,39000
NY,Palenville CDP,50106
NY,Palmyra village,38577
NY,Pamelia Center CDP,85986
NY,Panama village,36691
NY,Parc CDP,-
NY,Parish village,54444
NY,Parishville CDP,50036
NY,Patchogue village,68117
NY,Paul Smiths CDP,-
NY,Pavilion CDP,64250
NY,Pawling village,56000
NY,Peach Lake CDP,113375
NY,Pearl River CDP,96233
NY,Peconic CDP,66442
NY,Peekskill city,52125
NY,Pelham village,123672
NY,Pelham Manor village,188659
NY,Penn Yan village,33586
NY,Perry village,46462
NY,Perrysburg CDP,40714
NY,Peru CDP,69713
NY,Phelps village,51992
NY,Philadelphia village,46071
NY,Philmont village,43188
NY,Phoenicia CDP,37586
NY,Phoenix village,34476
NY,Piermont village,92445
NY,Pierrepont Manor CDP,61129
NY,Piffard CDP,55750
NY,Pike CDP,34653
NY,Pine Bush CDP,38405
NY,Pine Hill CDP,52938
NY,Pine Plains CDP,60167
NY,Pine Valley CDP,50583
NY,Pittsford village,84135
NY,Plainedge CDP,108287
NY,Plainview CDP,123856
NY,Plandome village,"250,000+"
NY,Plandome Heights village,213000
NY,Plandome Manor village,170625
NY,Plattekill CDP,33892
NY,Plattsburgh city,37346
NY,Plattsburgh West CDP,40363
NY,Pleasant Valley CDP,64423
NY,Pleasantville village,105625
NY,Plessis CDP,83313
NY,Poestenkill CDP,71932
NY,Point Lookout CDP,111534
NY,Poland village,61750
NY,Pomona village,128661
NY,Poquott village,120417
NY,Port Byron village,48512
NY,Port Chester village,55437
NY,Port Dickinson village,49777
NY,Port Ewen CDP,56738
NY,Port Gibson CDP,58854
NY,Port Henry village,33571
NY,Port Jefferson village,110681
NY,Port Jefferson Station CDP,86360
NY,Port Jervis city,41682
NY,Port Leyden village,30735
NY,Portville village,51010
NY,Port Washington CDP,106005
NY,Port Washington North village,106902
NY,Potsdam village,36300
NY,Pottersville CDP,(X)
NY,Poughkeepsie city,38919
NY,Prattsburgh CDP,38988
NY,Prattsville CDP,42639
NY,Preston-Potter Hollow CDP,50875
NY,Prospect village,47143
NY,Pulaski village,45000
NY,Pultneyville CDP,74444
NY,Putnam Lake CDP,82083
NY,Quiogue CDP,68056
NY,Quogue village,85000
NY,Randolph CDP,35192
NY,Ransomville CDP,69875
NY,Rapids CDP,65357
NY,Ravena village,48895
NY,Red Creek village,34028
NY,Redford CDP,(X)
NY,Red Hook village,50153
NY,Red Oaks Mill CDP,76855
NY,Redwood CDP,36891
NY,Remsen village,40769
NY,Remsenburg-Speonk CDP,103575
NY,Rensselaer city,47114
NY,Rensselaer Falls village,31691
NY,Retsof CDP,70156
NY,Rhinebeck village,46944
NY,Rhinecliff CDP,62331
NY,Richburg village,38125
NY,Richfield Springs village,34393
NY,Richmondville village,43214
NY,Richville village,47250
NY,Ridge CDP,58885
NY,Rifton CDP,52974
NY,Ripley CDP,30152
NY,Riverhead CDP,52876
NY,Riverside village,42500
NY,Riverside CDP,39571
NY,Rochester city,30960
NY,Rock Hill CDP,91786
NY,Rockville Centre village,106415
NY,Rocky Point CDP,91661
NY,Rodman CDP,61250
NY,Rome city,43323
NY,Romulus CDP,55227
NY,Ronkonkoma CDP,85788
NY,Roosevelt CDP,65469
NY,Roscoe CDP,48438
NY,Rosendale Hamlet CDP,58618
NY,Roslyn village,87019
NY,Roslyn Estates village,206719
NY,Roslyn Harbor village,160250
NY,Roslyn Heights CDP,103105
NY,Rotterdam CDP,60269
NY,Round Lake village,77813
NY,Rouses Point village,60556
NY,Rushford CDP,38563
NY,Rushville village,37386
NY,Russell Gardens village,158750
NY,Rye city,155273
NY,Rye Brook village,131488
NY,Sackets Harbor village,58819
NY,Saddle Rock village,124375
NY,Saddle Rock Estates CDP,147969
NY,Sagaponack village,196250
NY,Sag Harbor village,100900
NY,St. Bonaventure CDP,34883
NY,St. James CDP,93034
NY,St. Johnsville village,34679
NY,St. Regis Falls CDP,40357
NY,Salamanca city,30557
NY,Salem village,47083
NY,Salisbury CDP,99015
NY,Salisbury Mills CDP,106607
NY,Saltaire village,161250
NY,Salt Point CDP,127875
NY,Sanborn CDP,53598
NY,Sand Ridge CDP,34015
NY,Sands Point village,185119
NY,Sandy Creek village,47679
NY,Saranac Lake village,43795
NY,Saratoga Springs city,70187
NY,Saugerties village,44350
NY,Saugerties South CDP,62386
NY,Savannah CDP,38929
NY,Savona village,49500
NY,Sayville CDP,105712
NY,Scarsdale village,242782
NY,Schaghticoke village,50625
NY,Schenectady city,40755
NY,Schenevus CDP,(X)
NY,Schoharie village,45417
NY,Schroon Lake CDP,53750
NY,Schuylerville village,54766
NY,Scio CDP,58250
NY,Scotchtown CDP,65991
NY,Scotia village,54607
NY,Scottsburg CDP,60500
NY,Scotts Corners CDP,78594
NY,Scottsville village,52917
NY,Sea Cliff village,110997
NY,Seaford CDP,106795
NY,Searingtown CDP,156875
NY,Selden CDP,88187
NY,Seneca Falls CDP,46518
NY,Seneca Knolls CDP,53611
NY,Setauket-East Setauket CDP,125370
NY,Sharon Springs village,46875
NY,Shelter Island CDP,74855
NY,Shelter Island Heights CDP,116579
NY,Shenorock CDP,120357
NY,Sherburne village,35288
NY,Sherman village,35238
NY,Sherrill city,55943
NY,Shinnecock Hills CDP,71875
NY,Shirley CDP,83569
NY,Shokan CDP,54112
NY,Shoreham village,143929
NY,Shortsville village,50329
NY,Shrub Oak CDP,73054
NY,Sidney village,31484
NY,Silver Creek village,45089
NY,Silver Springs village,39519
NY,Sinclairville village,42344
NY,Skaneateles village,79871
NY,Sleepy Hollow village,52740
NY,Sloan village,41863
NY,Sloatsburg village,86189
NY,Smallwood CDP,82895
NY,Smithtown CDP,113372
NY,Smithville Flats CDP,(X)
NY,Smyrna village,35750
NY,Sodus village,35250
NY,Sodus Point village,51000
NY,Solvay village,41944
NY,Sound Beach CDP,90000
NY,Southampton village,96250
NY,South Blooming Grove village,77946
NY,South Corning village,54875
NY,South Dayton village,38438
NY,South Fallsburg CDP,32022
NY,South Farmingdale CDP,106954
NY,South Floral Park village,91250
NY,South Glens Falls village,44418
NY,South Hempstead CDP,112250
NY,South Hill CDP,59688
NY,South Huntington CDP,87353
NY,South Lima CDP,45250
NY,South Lockport CDP,43441
NY,South Nyack village,100231
NY,Southold CDP,89769
NY,Southport CDP,42287
NY,South Valley Stream CDP,111189
NY,Spackenkill CDP,114297
NY,Sparkill CDP,100481
NY,Speculator village,65833
NY,Spencer village,44773
NY,Spencerport village,62708
NY,Springs CDP,83949
NY,Spring Valley village,45326
NY,Springville village,48170
NY,Springwater Hamlet CDP,35938
NY,Staatsburg CDP,90313
NY,Stamford village,37935
NY,Stannards CDP,36875
NY,Star Lake CDP,41750
NY,Stewart Manor village,112917
NY,Stillwater village,64722
NY,Stone Ridge CDP,70500
NY,Stony Brook CDP,132839
NY,Stony Brook University CDP,142692
NY,Stony Point CDP,93688
NY,Stottville CDP,50083
NY,Strykersville CDP,55682
NY,Suffern village,81661
NY,Sunset Bay CDP,58527
NY,SUNY Oswego CDP,-
NY,Sylvan Beach village,40147
NY,Syosset CDP,145879
NY,Syracuse city,31881
NY,Taconic Shores CDP,39196
NY,Tannersville village,48011
NY,Tappan CDP,117059
NY,Tarrytown village,102750
NY,Terryville CDP,92567
NY,Thendara CDP,86985
NY,Theresa village,51500
NY,Thiells CDP,110435
NY,Thomaston village,115625
NY,Thornwood CDP,119327
NY,Thousand Island Park CDP,59803
NY,Three Mile Bay CDP,34808
NY,Ticonderoga CDP,58750
NY,Tillson CDP,70068
NY,Titusville CDP,100859
NY,Tivoli village,40357
NY,Tonawanda city,44805
NY,Tonawanda CDP,54345
NY,Town Line CDP,68750
NY,Tribes Hill CDP,54500
NY,Troy city,38954
NY,Trumansburg village,47955
NY,Tuckahoe CDP,101484
NY,Tuckahoe village,69906
NY,Tully village,45887
NY,Tupper Lake village,44072
NY,Turin village,43438
NY,Tuscarora CDP,-
NY,Tuxedo Park village,120521
NY,Unadilla village,39375
NY,Uniondale CDP,69655
NY,Union Springs village,60000
NY,Unionville village,67857
NY,University at Buffalo CDP,(X)
NY,University Gardens CDP,105078
NY,Upper Brookville village,"250,000+"
NY,Upper Nyack village,117917
NY,Utica city,30504
NY,Vails Gate CDP,40467
NY,Valatie village,56719
NY,Valhalla CDP,106413
NY,Valley Cottage CDP,102500
NY,Valley Falls village,80179
NY,Valley Stream village,90018
NY,Van Etten village,49875
NY,Vernon village,55952
NY,Verona CDP,53804
NY,Verplanck CDP,54716
NY,Victor village,72900
NY,Victory village,51250
NY,Village Green CDP,51824
NY,Village of the Branch village,132222
NY,Viola CDP,63977
NY,Virgil CDP,52232
NY,Voorheesville village,83500
NY,Waddington village,49844
NY,Wading River CDP,110417
NY,Wadsworth CDP,(X)
NY,Wainscott CDP,61563
NY,Walden village,66989
NY,Walker Valley CDP,88994
NY,Wallkill CDP,71701
NY,Walton village,28068
NY,Walton Park CDP,106406
NY,Wampsville village,40556
NY,Wanakah CDP,72306
NY,Wantagh CDP,127407
NY,Wappingers Falls village,57536
NY,Warrensburg CDP,48304
NY,Warsaw village,39567
NY,Warwick village,66987
NY,Washington Heights CDP,71226
NY,Washington Mills CDP,54265
NY,Washingtonville village,72690
NY,Watchtower CDP,-
NY,Waterford village,47386
NY,Waterloo village,45919
NY,Water Mill CDP,104569
NY,Watertown city,41414
NY,Waterville village,39375
NY,Watervliet city,45533
NY,Watkins Glen village,35556
NY,Waverly village,41146
NY,Wayland village,35938
NY,Webster village,35708
NY,Websters Crossing CDP,-
NY,Weedsport village,53000
NY,Wells CDP,41250
NY,Wellsburg village,40521
NY,Wellsville village,39068
NY,Wesley Hills village,107660
NY,West Babylon CDP,82952
NY,West Bay Shore CDP,103828
NY,Westbury village,85510
NY,West Carthage village,54856
NY,West Chazy CDP,50694
NY,West Elmira CDP,81475
NY,West End CDP,50030
NY,Westfield village,46370
NY,West Glens Falls CDP,52701
NY,Westhampton CDP,94408
NY,Westhampton Beach village,82321
NY,West Hampton Dunes village,129375
NY,West Haverstraw village,75455
NY,West Hempstead CDP,96870
NY,West Hills CDP,114141
NY,West Hurley CDP,54656
NY,West Islip CDP,110340
NY,Westmere CDP,71949
NY,Westmoreland CDP,81797
NY,West Nyack CDP,120114
NY,Weston Mills CDP,44208
NY,West Point CDP,100385
NY,Westport CDP,47639
NY,West Sand Lake CDP,86523
NY,West Sayville CDP,104330
NY,West Seneca CDP,59265
NY,Westvale CDP,75609
NY,West Valley CDP,43024
NY,West Winfield village,55000
NY,Wheatley Heights CDP,97014
NY,Whitehall village,37931
NY,White Plains city,80442
NY,Whitesboro village,46439
NY,Whitney Point village,44297
NY,Williamson CDP,47269
NY,Williamsville village,59149
NY,Williston Park village,101105
NY,Willsboro CDP,40298
NY,Wilmington CDP,66150
NY,Wilson village,52115
NY,Windham CDP,39135
NY,Windsor village,60536
NY,Winthrop CDP,48750
NY,Witherbee CDP,28125
NY,Wolcott village,33021
NY,Woodbury CDP,158679
NY,Woodbury village,127660
NY,Woodmere CDP,126968
NY,Woodridge village,32426
NY,Woodsburgh village,168750
NY,Woodstock CDP,57485
NY,Woodsville CDP,43333
NY,Worcester CDP,39900
NY,Wurtsboro village,52574
NY,Wyandanch CDP,57500
NY,Wynantskill CDP,81360
NY,Wyoming village,47917
NY,Yaphank CDP,94896
NY,Yonkers city,59049
NY,York Hamlet CDP,75495
NY,Yorkshire CDP,22250
NY,Yorktown Heights CDP,95988
NY,Yorkville village,52438
NY,Youngstown village,56875
NY,Zena CDP,87480
NC,Aberdeen town,46932
NC,Advance CDP,53750
NC,Ahoskie town,25024
NC,Alamance village,77885
NC,Albemarle city,32606
NC,Alliance town,40982
NC,Altamahaw CDP,85208
NC,Andrews town,22941
NC,Angier town,43010
NC,Ansonville town,29583
NC,Apex town,90654
NC,Aquadale CDP,(X)
NC,Arapahoe town,47321
NC,Archdale city,50420
NC,Archer Lodge town,63026
NC,Asheboro city,32819
NC,Asheville city,43334
NC,Ashley Heights CDP,35000
NC,Askewville town,41250
NC,Atkinson town,38750
NC,Atlantic CDP,48250
NC,Atlantic Beach town,41622
NC,Aulander town,25179
NC,Aurora town,40625
NC,Autryville town,23500
NC,Avery Creek CDP,71250
NC,Avon CDP,56406
NC,Ayden town,28000
NC,Badin town,29924
NC,Bailey town,41750
NC,Bakersville town,13750
NC,Bald Head Island village,101250
NC,Balfour CDP,43611
NC,Banner Elk town,57222
NC,Barker Heights CDP,30905
NC,Barker Ten Mile CDP,79135
NC,Bath town,55000
NC,Bayboro town,32917
NC,Bayshore CDP,55500
NC,Bayview CDP,42639
NC,Bear Grass town,43125
NC,Beaufort town,33701
NC,Beech Mountain town,66250
NC,Belhaven town,19583
NC,Bell Arthur CDP,(X)
NC,Belmont city,48077
NC,Belville town,62632
NC,Belvoir CDP,34900
NC,Belwood town,35714
NC,Bennett CDP,(X)
NC,Benson town,30618
NC,Bent Creek CDP,54044
NC,Bermuda Run town,76912
NC,Bessemer City city,31540
NC,Bethania town,63438
NC,Bethel town,30238
NC,Bethlehem CDP,57529
NC,Beulaville town,19219
NC,Biltmore Forest town,150438
NC,Biscoe town,27236
NC,Black Creek town,34028
NC,Black Mountain town,40877
NC,Bladenboro town,21587
NC,Blowing Rock town,52391
NC,Blue Clay Farms CDP,-
NC,Boardman town,33056
NC,Bogue town,60938
NC,Boiling Spring Lakes city,41880
NC,Boiling Springs town,64602
NC,Bolivia town,42292
NC,Bolton town,29625
NC,Bonnetsville CDP,(X)
NC,Boone town,13149
NC,Boonville town,33783
NC,Bostic town,29732
NC,Bowmore CDP,-
NC,Brevard city,39659
NC,Brices Creek CDP,80833
NC,Bridgeton town,73214
NC,Broad Creek CDP,41000
NC,Broadway town,51328
NC,Brogden CDP,36688
NC,Brookford town,23750
NC,Brunswick town,20592
NC,Bryson City town,37109
NC,Buies Creek CDP,26602
NC,Bunn town,29583
NC,Bunnlevel CDP,45000
NC,Burgaw town,28794
NC,Burlington city,36140
NC,Burnsville town,24083
NC,Butner town,46898
NC,Butters CDP,34917
NC,Buxton CDP,33021
NC,Cajah's Mountain town,41607
NC,Calabash town,34865
NC,Calypso town,37750
NC,Camden CDP,51055
NC,Cameron town,35781
NC,Candor town,37400
NC,Canton town,34388
NC,Cape Carteret town,70139
NC,Caroleen CDP,(X)
NC,Carolina Beach town,60057
NC,Carolina Shores town,49024
NC,Carrboro town,51182
NC,Carthage town,38977
NC,Cary town,91579
NC,Casar town,25313
NC,Cashiers CDP,(X)
