Geographic Area,City,poverty_rate
NC,Mountain Home CDP,12
NC,Mountain View CDP,5.4
NC,Mount Airy city,23.1
NC,Mount Gilead town,25.8
NC,Mount Holly city,11.7
NC,Mount Olive town,31.5
NC,Mount Pleasant town,7.9
NC,Moyock CDP,5
NC,Mulberry CDP,24.3
NC,Murfreesboro town,23.3
NC,Murphy town,31.4
NC,Murraysville CDP,5.6
NC,Myrtle Grove CDP,9.6
NC,Nags Head town,9.3
NC,Nashville town,23.4
NC,Navassa town,21.1
NC,Neuse Forest CDP,2.7
NC,New Bern city,19.9
NC,Newland town,27.7
NC,New London town,12.1
NC,Newport town,6
NC,Newton city,23.8
NC,Newton Grove town,15.8
NC,Norlina town,32.4
NC,Norman town,42.4
NC,Northchase CDP,13.3
NC,Northlakes CDP,0.9
NC,North Topsail Beach town,12.2
NC,Northwest city,19.2
NC,North Wilkesboro town,46
NC,Norwood town,17.2
NC,Oakboro town,9
NC,Oak City town,14.3
NC,Oak Island town,8.8
NC,Oak Ridge town,2.3
NC,Ocean Isle Beach town,4.1
NC,Ocracoke CDP,6.7
NC,Ogden CDP,8.1
NC,Old Fort town,23.6
NC,Old Hundred CDP,87.3
NC,Oriental town,7.5
NC,Orrum town,30.8
NC,Ossipee town,12.6
NC,Oxford city,26.6
NC,Pantego town,9.5
NC,Parkton town,14.1
NC,Parmele town,13.5
NC,Patterson Springs town,21.5
NC,Peachland town,31.6
NC,Peletier town,39.4
NC,Pembroke town,59.8
NC,Pikeville town,16.3
NC,Pilot Mountain town,23.9
NC,Pinebluff town,11.6
NC,Pinehurst village,1.8
NC,Pine Knoll Shores town,5.7
NC,Pine Level town,20.6
NC,Pinetops town,37.7
NC,Pinetown CDP,0
NC,Pineville town,20.5
NC,Piney Green CDP,15.4
NC,Pink Hill town,32.8
NC,Pinnacle CDP,8.1
NC,Pittsboro town,19.5
NC,Plain View CDP,15.2
NC,Pleasant Garden town,17.5
NC,Pleasant Hill CDP,25.3
NC,Plymouth town,33.3
NC,Polkton town,27.5
NC,Polkville city,7.9
NC,Pollocksville town,48.2
NC,Porters Neck CDP,6.3
NC,Potters Hill CDP,10.3
NC,Powellsville town,15.8
NC,Princeton town,21.5
NC,Princeville town,37.2
NC,Proctorville town,2.3
NC,Prospect CDP,40
NC,Pumpkin Center CDP,1.9
NC,Raeford city,42.4
NC,Raemon CDP,7.4
NC,Raleigh city,16
NC,Ramseur town,35.1
NC,Randleman city,25.5
NC,Ranlo town,12.8
NC,Raynham town,13.6
NC,Red Cross town,8.6
NC,Red Oak town,5.6
NC,Red Springs town,58.1
NC,Reidsville city,19.9
NC,Rennert town,37.1
NC,Rex CDP,0
NC,Rhodhiss town,24.5
NC,Richfield town,11.2
NC,Richlands town,9.3
NC,Rich Square town,23.6
NC,Riegelwood CDP,35.8
NC,River Bend town,7.2
NC,River Road CDP,8.7
NC,Roanoke Rapids city,22.7
NC,Robbins town,43.4
NC,Robbinsville town,31.6
NC,Robersonville town,22
NC,Rockfish CDP,10.2
NC,Rockingham city,26.6
NC,Rockwell town,9.9
NC,Rocky Mount city,25.9
NC,Rocky Point CDP,12.8
NC,Rodanthe CDP,24.1
NC,Rolesville town,8
NC,Ronda town,23
NC,Roper town,54.8
NC,Roseboro town,19.8
NC,Rose Hill town,21.7
NC,Rosman town,36.9
NC,Rougemont CDP,1.7
NC,Rowland town,36.2
NC,Roxboro city,41.8
NC,Roxobel town,10.3
NC,Royal Pines CDP,2.4
NC,Ruffin CDP,17.2
NC,Rural Hall town,12.9
NC,Ruth town,15
NC,Rutherford College town,9.1
NC,Rutherfordton town,17.8
NC,St. Helena village,8.5
NC,St. James town,1.8
NC,St. Pauls town,29.6
NC,St. Stephens CDP,16.8
NC,Salem CDP,12
NC,Salemburg town,16.8
NC,Salisbury city,23.3
NC,Saluda city,8
NC,Salvo CDP,3.8
NC,Sandy Creek town,11.8
NC,Sandyfield town,20.6
NC,Sanford city,21.5
NC,Saratoga town,25.2
NC,Sawmills town,18.9
NC,Saxapahaw CDP,4.1
NC,Scotch Meadows CDP,12.8
NC,Scotland Neck town,48.8
NC,Seaboard town,23.8
NC,Sea Breeze CDP,3.5
NC,Seagrove town,16.4
NC,Sedalia town,14.7
NC,Selma town,42.7
NC,Seven Devils town,4.2
NC,Seven Lakes CDP,5.5
NC,Seven Springs town,20
NC,Severn town,36.5
NC,Shallotte town,15.7
NC,Shannon CDP,30.4
NC,Sharpsburg town,30.5
NC,Shelby city,29
NC,Siler City town,26.3
NC,Silver City CDP,37.6
NC,Silver Lake CDP,26.9
NC,Simpson village,9.4
NC,Sims town,28.2
NC,Skippers Corner CDP,12.6
NC,Smithfield town,28.9
NC,Sneads Ferry CDP,28
NC,Snow Hill town,26.5
NC,Southern Pines town,15.9
NC,Southern Shores town,2.2
NC,South Henderson CDP,29.6
NC,South Mills CDP,0
NC,Southmont CDP,13.3
NC,Southport city,13.1
NC,South Rosemary CDP,34.1
NC,South Weldon CDP,77.3
NC,Sparta town,34.4
NC,Speed town,5.3
NC,Spencer town,21.8
NC,Spencer Mountain town,0
NC,Spindale town,19.7
NC,Spivey's Corner CDP,5.5
NC,Spring Hope town,29.2
NC,Spring Lake town,21.4
NC,Spruce Pine town,26.5
NC,Staley town,30.6
NC,Stallings town,7.3
NC,Stanfield town,6.5
NC,Stanley town,10.6
NC,Stantonsburg town,24.7
NC,Star town,22.8
NC,Statesville city,28.4
NC,Stedman town,8.5
NC,Stem town,4.5
NC,Stokes CDP,35.7
NC,Stokesdale town,13.3
NC,Stoneville town,10.6
NC,Stonewall town,16
NC,Stony Point CDP,23.9
NC,Stovall town,14.4
NC,Sugar Mountain village,4.1
NC,Summerfield town,2
NC,Sunbury CDP,10.9
NC,Sunset Beach town,9.5
NC,Surf City town,17.4
NC,Swannanoa CDP,24.6
NC,Swan Quarter CDP,10.8
NC,Swansboro town,26.1
NC,Swepsonville town,5.2
NC,Sylva town,19.6
NC,Tabor City town,45.1
NC,Tarboro town,17
NC,Tar Heel town,30.6
NC,Taylorsville town,31.6
NC,Taylortown town,39.6
NC,Teachey town,15.5
NC,Thomasville city,23.8
NC,Toast CDP,21.2
NC,Tobaccoville village,10.9
NC,Topsail Beach town,4.8
NC,Trenton town,41.5
NC,Trent Woods town,3.1
NC,Trinity city,14.8
NC,Troutman town,9.8
NC,Troy town,45.2
NC,Tryon town,14
NC,Turkey town,9.6
NC,Tyro CDP,11.8
NC,Unionville town,4
NC,Valdese town,23.7
NC,Valle Crucis CDP,0
NC,Valley Hill CDP,17.4
NC,Vanceboro town,28.4
NC,Vandemere town,7
NC,Vander CDP,13.7
NC,Vann Crossroads CDP,13.1
NC,Varnamtown town,17.5
NC,Vass town,15.7
NC,Waco town,37.6
NC,Wade town,16.7
NC,Wadesboro town,32.2
NC,Wagram town,20.1
NC,Wake Forest town,7
NC,Wakulla CDP,0
NC,Walkertown town,13.1
NC,Wallace town,19.6
NC,Wallburg town,7.4
NC,Walnut Cove town,20.2
NC,Walnut Creek village,2.2
NC,Walstonburg town,2.8
NC,Wanchese CDP,5.5
NC,Warrenton town,29.2
NC,Warsaw town,46.8
NC,Washington city,24.3
NC,Washington Park town,3.6
NC,Watha town,16.7
NC,Waves CDP,0
NC,Waxhaw town,4.1
NC,Waynesville town,18.6
NC,Weaverville town,7.6
NC,Webster town,29.6
NC,Weddington town,1.6
NC,Welcome CDP,11.9
NC,Weldon town,26.6
NC,Wendell town,20.9
NC,Wentworth town,9.8
NC,Wesley Chapel village,3.4
NC,West Canton CDP,7.1
NC,West Jefferson town,30.2
NC,West Marion CDP,13.8
NC,Westport CDP,4.3
NC,Whispering Pines village,4.7
NC,Whitakers town,27.3
NC,White Lake town,12.3
NC,White Oak CDP,50.2
NC,White Plains CDP,19.6
NC,Whiteville city,40
NC,Whitsett town,5.6
NC,Wilkesboro town,30.5
NC,Williamston town,20.7
NC,Wilmington city,23.4
NC,Wilson city,25.9
NC,Wilson's Mills town,22.7
NC,Windsor town,27.8
NC,Winfall town,31.4
NC,Wingate town,26.2
NC,Winston-Salem city,24.8
NC,Winterville town,11.5
NC,Winton town,38.3
NC,Woodfin town,17.8
NC,Woodland town,54
NC,Woodlawn CDP,6.2
NC,Wrightsboro CDP,13.2
NC,Wrightsville Beach town,18.3
NC,Yadkinville town,34
NC,Yanceyville town,44.9
NC,Youngsville town,13.8
NC,Zebulon town,21.2
ND,Abercrombie city,20.3
ND,Adams city,22.7
ND,Alamo city,1.4
ND,Alexander city,1.3
ND,Alice city,3
ND,Almont city,3.1
ND,Alsen city,0
ND,Ambrose city,0
ND,Amenia city,2.4
ND,Amidon city,6.3
ND,Anamoose city,4.5
ND,Aneta city,13.3
ND,Antler city,20
ND,Ardoch city,2
ND,Argusville city,1.1
ND,Arnegard city,26.1
ND,Arthur city,4.7
ND,Ashley city,13.8
ND,Auburn CDP,0
ND,Ayr city,25
ND,Balfour city,44.4
ND,Balta city,22
ND,Bantry city,33.3
ND,Barney city,3.7
ND,Barton CDP,0
ND,Bathgate city,9.6
ND,Beach city,14.3
ND,Belcourt CDP,28.1
ND,Belfield city,3.9
ND,Benedict city,0
ND,Bergen city,0
ND,Berlin city,3.2
ND,Berthold city,2.2
ND,Beulah city,8.7
ND,Binford city,14.6
ND,Bisbee city,14.5
ND,Bismarck city,9.6
ND,Blanchard CDP,0
ND,Bottineau city,6.1
ND,Bowbells city,22.4
ND,Bowdon city,9.8
ND,Bowman city,10.5
ND,Braddock city,0
ND,Briarwood city,0
ND,Brinsmade city,8.6
ND,Brocket city,1.1
ND,Brooktree Park CDP,0
ND,Buchanan city,0
ND,Bucyrus city,5.3
ND,Buffalo city,5.2
ND,Burlington city,2.7
ND,Butte city,11.8
ND,Buxton city,1.5
ND,Caledonia CDP,0
ND,Calio city,0
ND,Calvin city,0
ND,Cando city,19.8
ND,Cannon Ball CDP,45.6
ND,Canton City city,0
ND,Carpio city,10.2
ND,Carrington city,9.2
ND,Carson city,13.4
ND,Casselton city,5.6
ND,Cathay city,9.4
ND,Cavalier city,4.3
ND,Cayuga city,23.3
ND,Center city,11.6
ND,Christine city,2.9
ND,Churchs Ferry city,0
ND,Cleveland city,0
ND,Clifford city,21.1
ND,Cogswell city,5.1
ND,Coleharbor city,14.3
ND,Colfax city,2.5
ND,Columbus city,36.5
ND,Conway city,44.4
ND,Cooperstown city,9.1
ND,Courtenay city,29.8
ND,Crary city,3.8
ND,Crosby city,6.9
ND,Crystal city,3.5
ND,Dahlen CDP,0
ND,Davenport city,6.3
ND,Dawson city,2.7
ND,Dazey city,15.3
ND,Deering city,18
ND,De Lamere CDP,10
ND,Denhoff CDP,64.3
ND,Des Lacs city,10.1
ND,Devils Lake city,13.6
ND,Dickey city,13.3
ND,Dickinson city,7.1
ND,Dodge city,27.8
ND,Donnybrook city,8.2
ND,Douglas city,7.5
ND,Drake city,17.2
ND,Drayton city,7.2
ND,Driscoll CDP,36.5
ND,Dunn Center city,2.1
ND,Dunseith city,52.2
ND,Dwight city,0
ND,East Dunseith CDP,46.3
ND,East Fairview CDP,12.5
ND,Edgeley city,9.5
ND,Edinburg city,10
ND,Edmore city,8.2
ND,Egeland city,4
ND,Elgin city,20.1
ND,Ellendale city,13.7
ND,Elliott city,6.7
ND,Embden CDP,0
ND,Emerado city,23.9
ND,Enderlin city,12.7
ND,Englevale CDP,0
ND,Epping city,6.2
ND,Erie CDP,3.4
ND,Esmond city,13.6
ND,Fairdale city,28.1
ND,Fairmount city,8.5
ND,Fargo city,14.9
ND,Fessenden city,1.3
ND,Fingal city,3.2
ND,Finley city,9.1
ND,Flasher city,4.7
ND,Flaxton city,8.5
ND,Forbes city,3
ND,Fordville city,3.6
ND,Forest River city,3.2
ND,Forman city,11
ND,Fort Ransom city,6.5
ND,Fort Totten CDP,68.2
ND,Fortuna city,0
ND,Fort Yates city,34
ND,Four Bears Village CDP,45.3
ND,Foxholm CDP,17.2
ND,Fredonia city,0
ND,Frontier city,0
ND,Fullerton city,0
ND,Gackle city,12.3
ND,Galesburg city,13.7
ND,Gardena city,0
ND,Gardner city,6.8
ND,Garrison city,15.3
ND,Gascoyne city,9.1
ND,Gilby city,12.1
ND,Gladstone city,12.8
ND,Glenburn city,14.8
ND,Glenfield city,8.1
ND,Glen Ullin city,7.8
ND,Golden Valley city,8.3
ND,Golva city,2.9
ND,Goodrich city,18.1
ND,Grace City city,20.7
ND,Grafton city,15.3
ND,Grand Forks city,20.4
ND,Grand Forks AFB CDP,5.7
ND,Grandin city,0.9
ND,Grano city,0
ND,Granville city,6.8
ND,Great Bend city,34.8
ND,Green Acres CDP,73
ND,Grenora city,5.1
ND,Gwinner city,3.8
ND,Hague city,7
ND,Halliday city,9.3
ND,Hamberg city,12.5
ND,Hamilton city,0
ND,Hampden city,2.8
ND,Hankinson city,16.1
ND,Hannaford city,11.3
ND,Hannah city,30
ND,Hansboro city,33.3
ND,Harmon CDP,0
ND,Harvey city,7.7
ND,Harwood city,0.6
ND,Hatton city,14.9
ND,Havana city,2.9
ND,Haynes city,0
ND,Hazelton city,21.1
ND,Hazen city,7.3
ND,Hebron city,8.9
ND,Heil CDP,17.6
ND,Heimdal CDP,0
ND,Hettinger city,8.8
ND,Hillsboro city,12
ND,Hoople city,9.6
ND,Hope city,3
ND,Horace city,1.2
ND,Hunter city,11.9
ND,Hurdsfield city,3.4
ND,Inkster city,3.3
ND,Jamestown city,12.8
ND,Jessie CDP,0
ND,Jud city,7
ND,Karlsruhe city,0
ND,Kathryn city,11.1
ND,Kenmare city,4.6
ND,Kensal city,2.5
ND,Kief city,22.2
ND,Killdeer city,10.4
ND,Kindred city,12
ND,Knox city,20.6
ND,Kramer city,15
ND,Kulm city,5.8
ND,Lakota city,7.5
ND,LaMoure city,10
ND,Landa city,25.9
ND,Langdon city,6.1
ND,Lankin city,9.3
ND,Lansford city,7.6
ND,Larimore city,10.4
ND,Larson CDP,0
ND,Lawton city,5
ND,Leal city,5.3
ND,Leeds city,12.4
ND,Lehr city,15.8
ND,Leith city,0
ND,Leonard city,9.5
ND,Lidgerwood city,14.2
ND,Lignite city,7.7
ND,Lincoln city,1.8
ND,Linton city,10
ND,Lisbon city,8.4
ND,Litchville city,30.3
ND,Logan CDP,12.7
ND,Loma city,0
ND,Loraine city,0
ND,Ludden city,0
ND,Luverne city,10.7
ND,McClusky city,22.2
ND,McHenry city,46.8
ND,McLeod CDP,0
ND,McVille city,8.7
ND,Maddock city,14
ND,Makoti city,12.7
ND,Mandan city,9.3
ND,Mandaree CDP,55.1
ND,Manning CDP,13.6
ND,Mantador city,19.5
ND,Manvel city,8.1
ND,Mapleton city,7.2
ND,Marion city,7.9
ND,Marmarth city,26.6
ND,Martin city,8.3
ND,Max city,8.5
ND,Maxbass city,59.6
ND,Mayville city,15.4
ND,Medina city,12.8
ND,Medora city,15.8
ND,Menoken CDP,2.4
ND,Mercer city,15.8
ND,Michigan City city,4.9
ND,Milnor city,4.8
ND,Milton city,3.3
ND,Minnewaukan city,16.4
ND,Minot city,8.1
ND,Minot AFB CDP,9
ND,Minto city,6.1
ND,Mohall city,7.4
ND,Monango city,3.7
ND,Montpelier city,10.2
ND,Mooreton city,14.3
ND,Mott city,17.3
ND,Mountain city,8.9
ND,Munich city,5.2
ND,Mylo city,10
ND,Napoleon city,9.8
ND,Nash CDP,0
ND,Neche city,2.8
ND,Nekoma city,0
ND,Newburg city,0.7
ND,New England city,9.1
ND,New Leipzig city,10.5
ND,New Rockford city,16.1
ND,New Salem city,8.1
ND,New Town city,19.9
ND,Niagara city,4.9
ND,Nome city,0
ND,Noonan city,25.5
ND,North River city,0
ND,Northwood city,9.1
ND,Oakes city,5.1
ND,Oberon city,27.7
ND,Oriska city,27.5
ND,Orrin CDP,-
ND,Osnabrock city,14.5
ND,Overly city,52.2
ND,Oxbow city,2.4
ND,Page city,6.8
ND,Palermo city,15.4
ND,Park River city,14.9
ND,Parshall city,18.6
ND,Pekin city,0
ND,Pembina city,5.1
ND,Perth city,0
ND,Petersburg city,22
ND,Pettibone city,9.5
ND,Pick City city,13.6
ND,Pillsbury city,0
ND,Pingree city,3.4
ND,Pisek city,2.7
ND,Plaza city,16.7
ND,Porcupine CDP,29.3
ND,Portal city,2.6
ND,Portland city,24.4
ND,Powers Lake city,12.4
ND,Prairie Rose city,0
ND,Raleigh CDP,0
ND,Ray city,5.1
ND,Reeder city,8.8
ND,Regan city,57.9
ND,Regent city,13.2
ND,Reile's Acres city,0.6
ND,Reynolds city,16
ND,Rhame city,6.3
ND,Richardton city,5.3
ND,Riverdale city,2.8
ND,Robinson city,24.2
ND,Rocklake city,28.4
ND,Rogers city,0
ND,Rolette city,22
ND,Rolla city,30.2
ND,Ross city,56.8
ND,Rugby city,18.5
ND,Ruso city,0
ND,Ruthville CDP,37.3
ND,Rutland city,6.1
ND,Ryder city,10.7
ND,St. John city,20.3
ND,St. Thomas city,2.3
ND,Sanborn city,4
ND,Sarles city,23.5
ND,Sawyer city,3.6
ND,Scranton city,7.6
ND,Selfridge city,36.1
ND,Selz CDP,100
ND,Sentinel Butte city,3.3
ND,Sharon city,11
ND,Sheldon city,1.3
ND,Shell Valley CDP,33.5
ND,Sherwood city,4.9
ND,Sheyenne city,15.1
ND,Sibley city,42.4
ND,Solen city,26.7
ND,Souris city,17.6
ND,South Heart city,5.8
ND,Spiritwood CDP,0
ND,Spiritwood Lake city,3.8
ND,Springbrook city,0
ND,Stanley city,7
ND,Stanton city,0.8
ND,Starkweather city,19.5
ND,Steele city,10.9
ND,Strasburg city,17.2
ND,Streeter city,10.8
ND,Surrey city,0
ND,Sutton CDP,33.3
ND,Sykeston city,4.3
ND,Tappen city,15.6
ND,Taylor city,14.5
ND,Thompson city,3.7
ND,Tioga city,3.7
ND,Tolley city,6.9
ND,Tolna city,4.7
ND,Tower City city,9.4
ND,Towner city,13.3
ND,Turtle Lake city,13.9
ND,Tuttle city,23.6
ND,Underwood city,12.4
ND,Upham city,26.2
ND,Valley City city,8.5
ND,Velva city,24.8
ND,Venturia city,0
ND,Verona city,14.1
ND,Voltaire city,24.4
ND,Wahpeton city,13.2
ND,Walcott city,0
ND,Wales city,8.1
ND,Walhalla city,16.1
ND,Warwick city,20.5
ND,Washburn city,5.4
ND,Watford City city,6.3
ND,West Fargo city,7.1
ND,Westhope city,9.8
ND,Wheatland CDP,0
ND,White Earth city,61.7
ND,White Shield CDP,32.2
ND,Wildrose city,11.5
ND,Williston city,11
ND,Willow City city,10.1
ND,Wilton city,12.1
ND,Wimbledon city,3.6
ND,Wing city,7.9
ND,Wishek city,11.5
ND,Wolford city,15.4
ND,Woodworth city,3.6
ND,Wyndmere city,8.8
ND,York city,7
ND,Ypsilanti CDP,8.8
ND,Zap city,12.9
ND,Zeeland city,50
OH,Aberdeen village,28.1
OH,Ada village,22.3
OH,Adamsville village,37.6
OH,Addyston village,16
OH,Adelphi village,32.1
OH,Adena village,18.3
OH,Akron city,26.5
OH,Albany village,15.6
OH,Alexandria village,8
OH,Alger village,25.9
OH,Alliance city,25.4
OH,Alvordton CDP,8.1
OH,Amanda village,11.2
OH,Amberley village,3.6
OH,Amelia village,11.8
OH,Amesville village,13
OH,Amherst city,8
OH,Amsterdam village,16.3
OH,Andersonville CDP,14.2
OH,Andover village,17.5
OH,Anna village,4.9
OH,Ansonia village,28.7
OH,Antioch village,10.9
OH,Antwerp village,19.8
OH,Apple Creek village,10.4
OH,Apple Valley CDP,7.5
OH,Aquilla village,16.9
OH,Arcadia village,7.6
OH,Arcanum village,12.8
OH,Archbold village,13.8
OH,Arlington village,13.5
OH,Arlington Heights village,15.3
OH,Ashland city,14.8
OH,Ashley village,17.4
OH,Ashtabula city,34.8
OH,Ashville village,13.2
OH,Athalia village,24.2
OH,Athens city,56.9
OH,Attica village,11.2
OH,Atwater CDP,14.1
OH,Aurora city,3
OH,Austinburg CDP,17
OH,Austintown CDP,11.3
OH,Avon city,3.7
OH,Avon Lake city,3.5
OH,Bailey Lakes village,5.9
OH,Bainbridge CDP,2.5
OH,Bainbridge village,22.1
OH,Bairdstown village,4.4
OH,Ballville CDP,6.2
OH,Baltic village,5.1
OH,Baltimore village,21.7
OH,Bannock CDP,2.4
OH,Barberton city,19.5
OH,Barnesville village,16.6
OH,Barnhill village,20.3
OH,Bascom CDP,0
OH,Batavia village,20.6
OH,Batesville village,15.1
OH,Bay View village,6.4
OH,Bay Village city,3.4
OH,Beach City village,17.5
OH,Beachwood city,2.7
OH,Beallsville village,23.6
OH,Beaver village,40.7
OH,Beavercreek city,5.2
OH,Beaverdam village,13.7
OH,Beckett Ridge CDP,4.5
OH,Bedford city,11.7
OH,Bedford Heights city,14.9
OH,Beechwood Trails CDP,0
OH,Bellaire village,30.3
OH,Bellbrook city,2.6
OH,Belle Center village,10.6
OH,Bellefontaine city,20.3
OH,Belle Valley village,21.8
OH,Bellevue city,10.3
OH,Bellville village,4.3
OH,Belmont village,8.7
OH,Belmore village,21.8
OH,Beloit village,11.8
OH,Belpre city,20.3
OH,Bentleyville village,2.2
OH,Benton Ridge village,3.6
OH,Bentonville CDP,0
OH,Berea city,9.7
OH,Bergholz village,25.9
OH,Berkey village,4.1
OH,Berlin CDP,5.2
OH,Berlin Heights village,10.9
OH,Bethel village,16.6
OH,Bethesda village,23.9
OH,Bettsville village,13.1
OH,Beulah Beach CDP,0
OH,Beverly village,19.2
OH,Bexley city,9.1
OH,Blacklick Estates CDP,16
OH,Bladensburg CDP,39.8
OH,Blakeslee village,3
OH,Blanchester village,15.5
OH,Bloomdale village,6.5
OH,Bloomingburg village,31.7
OH,Bloomingdale village,16.9
OH,Bloomville village,21.1
OH,Blue Ash city,5.3
OH,Blue Jay CDP,0
OH,Bluffton village,9.7
OH,Boardman CDP,10
OH,Bolindale CDP,19.7
OH,Bolivar village,5.3
OH,Boston Heights village,2.8
OH,Botkins village,6.8
OH,Bourneville CDP,0
OH,Bowerston village,27.9
OH,Bowersville village,19.4
OH,Bowling Green city,33.6
OH,Bradford village,11.8
OH,Bradner village,7.5
OH,Brady Lake village,20.5
OH,Bratenahl village,7.5
OH,Brecksville city,3
OH,Brecon CDP,84.9
OH,Bremen village,13.6
OH,Brewster village,14.9
OH,Brice village,12.7
OH,Bridgeport village,18.8
OH,Bridgetown CDP,8.4
OH,Brilliant CDP,20
OH,Brimfield CDP,17.2
OH,Broadview Heights city,4.1
OH,Brookfield Center CDP,4.4
OH,Brooklyn city,13.4
OH,Brooklyn Heights village,5.2
OH,Brook Park city,9.5
OH,Brookside village,16.4
OH,Brookville city,8.9
OH,Broughton village,19.6
OH,Brownsville CDP,0
OH,Brunswick city,8.4
OH,Bryan city,19.5
OH,Buchtel village,12
OH,Buckeye Lake village,24.2
OH,Buckland village,10.4
OH,Bucyrus city,20
OH,Buffalo CDP,0
OH,Buford CDP,3.6
OH,Burbank village,12.3
OH,Burgoon village,6.2
OH,Burkettsville village,1.7
OH,Burlington CDP,11.7
OH,Burton village,14.6
OH,Butler village,10.5
OH,Butlerville village,18.2
OH,Byesville village,25.8
OH,Cadiz village,15.6
OH,Cairo village,11.6
OH,Calcutta CDP,6.6
OH,Caldwell village,23
OH,Caledonia village,14.2
OH,Cambridge city,30.8
OH,Camden village,19.4
OH,Campbell city,26.8
OH,Camp Dennison CDP,18.7
OH,Canal Fulton city,11.6
OH,Canal Lewisville CDP,23.2
OH,Canal Winchester city,1.7
OH,Candlewood Lake CDP,7.4
OH,Canfield city,5.7
OH,Canton city,32.3
OH,Carbon Hill CDP,22.3
OH,Cardington village,27.2
OH,Carey village,10.8
OH,Carlisle village,8.8
OH,Carroll village,6.2
OH,Carrollton village,13.6
OH,Casstown village,5.1
OH,Castalia village,9.3
OH,Castine village,15.1
OH,Catawba village,30.5
OH,Cecil village,27.7
OH,Cedarville village,28.5
OH,Celeryville CDP,8.7
OH,Celina city,11.9
OH,Centerburg village,18.9
OH,Centerville village,4.3
OH,Centerville city,5.6
OH,Chagrin Falls village,2.9
OH,Champion Heights CDP,7.3
OH,Chardon city,10.6
OH,Chatfield village,7.7
OH,Chauncey village,36.6
OH,Cherry Fork village,10.4
OH,Cherry Grove CDP,6.8
OH,Chesapeake village,15.9
OH,Cheshire village,15.9
OH,Chesterhill village,22.2
OH,Chesterland CDP,5.9
OH,Chesterville village,9.5
OH,Cheviot city,23.6
OH,Chickasaw village,4.4
OH,Chillicothe city,24.3
OH,Chilo village,25.8
OH,Chippewa Lake village,10.9
OH,Chippewa Park CDP,24.3
OH,Choctaw Lake CDP,3.6
OH,Christiansburg village,10.6
OH,Churchill CDP,16.9
OH,Cincinnati city,30.5
OH,Cinnamon Lake CDP,10.9
OH,Circleville city,20.2
OH,Clarington village,17.2
OH,Clarksburg village,36.4
OH,Clarksville village,31.9
OH,Clarktown CDP,20.4
OH,Clay Center village,20.2
OH,Clayton city,8.2
OH,Cleveland city,36.2
OH,Cleveland Heights city,19.3
OH,Cleves village,12.9
OH,Clifton village,14.5
OH,Clinton village,15
OH,Cloverdale village,22.2
OH,Clyde city,15.2
OH,Coal Grove village,21.4
OH,Coalton village,33.2
OH,Coldstream CDP,1.9
OH,Coldwater village,6
OH,College Corner village,15.2
OH,Collins CDP,2.5
OH,Columbiana city,8.9
OH,Columbus city,21.7
OH,Columbus Grove village,8.7
OH,Commercial Point village,5.7
OH,Concorde Hills CDP,0
OH,Conesville village,14.2
OH,Congress village,7
OH,Conneaut city,22.1
OH,Connorville CDP,13.8
OH,Continental village,5.9
OH,Convoy village,14.8
OH,Coolville village,29.9
OH,Corning village,29.7
OH,Cortland city,9.6
OH,Corwin village,4.3
OH,Coshocton city,17
OH,Covedale CDP,5.5
OH,Covington village,19.9
OH,Craig Beach village,11.7
OH,Crestline village,28.1
OH,Creston village,12.1
OH,Cridersville village,21.8
OH,Crooksville village,20.9
OH,Crown City village,24.6
OH,Crystal Lakes CDP,34.5
OH,Crystal Rock CDP,8.7
OH,Cumberland village,25.5
OH,Curtice CDP,4.9
OH,Custar village,20
OH,Cuyahoga Falls city,12.3
OH,Cuyahoga Heights village,17.5
OH,Cygnet village,16.6
OH,Cynthiana CDP,-
OH,Dalton village,3.8
OH,Damascus CDP,0
OH,Danville village,19.7
OH,Darbydale CDP,20.5
OH,Darbyville village,13.1
OH,Darrtown CDP,0
OH,Day Heights CDP,13
OH,Dayton city,35.5
OH,Deer Park city,7.6
OH,Deersville village,45.6
OH,Defiance city,18.3
OH,De Graff village,17
OH,Delaware city,9.3
OH,Delhi Hills CDP,4.4
OH,Dellroy village,14.7
OH,Delphos city,11.2
OH,Delshire CDP,8.2
OH,Delta village,13.5
OH,Dennison village,28.2
OH,Dent CDP,5.5
OH,Derby CDP,1.5
OH,Deshler village,19.6
OH,Devola CDP,3.8
OH,Dexter City village,21.1
OH,Dillonvale CDP,8.5
OH,Dillonvale village,21.6
OH,Dola CDP,28.2
OH,Donnelsville village,9.2
OH,Dover city,13.1
OH,Doylestown village,6.3
OH,Dresden village,21.1
OH,Drexel CDP,26.5
OH,Dry Ridge CDP,2.6
OH,Dry Run CDP,0.7
OH,Dublin city,2.6
OH,Duncan Falls CDP,7.7
OH,Dundee CDP,1.6
OH,Dunkirk village,29.4
OH,Dunlap CDP,2
OH,Dupont village,17.1
OH,East Canton village,6.5
OH,East Cleveland city,42.6
OH,East Fultonham CDP,28
OH,Eastlake city,9.1
OH,East Liberty CDP,6.9
OH,East Liverpool city,28.9
OH,East Palestine village,17.3
OH,East Rochester CDP,0
OH,East Sparta village,15.3
OH,East Springfield CDP,32.5
OH,Eaton city,22.7
OH,Eaton Estates CDP,15.7
OH,Edgerton village,14.5
OH,Edgewood CDP,23.2
OH,Edison village,21.6
OH,Edon village,22.8
OH,Eldorado village,14.4
OH,Elgin village,15.6
